code,title,관객수,매출액,year,genre,down
78726,도둑들,12983178,93664808500,2012,"['범죄', '액션', '드라마']",0
83893,"광해,왕이된남자",12319390,88899448769,2012,['드라마'],0
72363,어벤져스,7074867,59557853478,2012,"['액션', 'SF', '모험']",0
88253,늑대소년,6654390,46590107000,2012,"['멜로/로맨스', '드라마', '판타지']",0
72054,다크나이트라이즈,6396528,47644838000,2012,"['액션', '범죄', '스릴러']",0
86888,바람과함께사라지다,4909937,34614661161,2012,"['코미디', '액션']",0
66823,어메이징스파이더맨,4853123,41163951235,2012,"['액션', '모험', '스릴러']",0
89606,내아내의모든것,4598821,34223620500,2012,"['멜로/로맨스', '코미디']",0
88225,연가시,4515833,32175400664,2012,"['드라마', '모험']",0
88426,건축학개론,4111068,30222696000,2012,['멜로/로맨스'],0
83268,댄싱퀸,4058225,30130775500,2012,"['코미디', '드라마']",0
75173,맨인블랙3,3379762,27301520070,2012,"['액션', '코미디', 'SF']",0
89755,레미제라블,3210107,23428605500,2012,['드라마'],0
47384,26년,2940475,21111878145,2012,['액션'],0
78790,내가살인범이다,2729798,20392266000,2012,"['액션', '스릴러']",0
77566,브레이킹던part2,2654817,18909583065,2012,"['드라마', '판타지', '멜로/로맨스', '스릴러']",0
89361,후궁:제왕의첩,2636320,19330302500,2012,"['멜로/로맨스', '드라마']",0
68073,호빗:뜻밖의여정,2605124,21724069066,2012,"['판타지', '모험']",0
53741,화차,2436438,18459428000,2012,['미스터리'],0
93090,이웃사람,2434269,18088462369,2012,['스릴러'],0
70994,007스카이폴,2376145,17487213000,2012,['액션'],0
91510,테이큰2,2308596,17581098553,2012,"['액션', '범죄', '드라마']",0
77128,배틀쉽,2241687,16545921500,2012,"['액션', '전쟁', 'SF']",0
83250,타워,2014589,14658256500,2012,['드라마'],0
98705,타워,2014589,14658256500,2012,['드라마'],0
81891,코리아,1872681,13448848500,2012,['드라마'],0
90885,나의PS파트너,1786831,13548606616,2012,"['멜로/로맨스', '코미디']",0
91045,반창꼬,1730535,12459852719,2012,"['드라마', '멜로/로맨스']",0
82227,아이스에이지4:대륙이동설,1648110,12291969704,2012,"['애니메이션', '모험', '코미디', '가족']",0
85855,공모자들,1646142,12240964500,2012,"['범죄', '스릴러']",0
86381,마다가스카3:이번엔서커스다!,1629799,12521043500,2012,"['애니메이션', '모험', '코미디']",0
81128,하울링,1612554,11765293500,2012,"['범죄', '드라마']",0
89873,용의자X,1552055,11241013000,2012,['미스터리'],0
94506,새미의어드벤쳐2,1457380,10856204000,2012,"['애니메이션', '모험']",0
88252,차형사,1346754,9752555296,2012,['코미디'],0
88295,은교,1346359,9918274444,2012,['멜로/로맨스'],0
92471,간첩,1310895,9316548500,2012,"['드라마', '코미디', '액션']",0
88489,간기남,1246185,9356404500,2012,"['스릴러', '코미디']",0
76691,메리다와마법의숲,1231024,9024766000,2012,"['애니메이션', '판타지']",0
85702,토탈리콜,1219637,8958236000,2012,"['액션', 'SF']",0
84189,돈의맛,1166018,8780178611,2012,['드라마'],0
85659,회사원,1110523,8321175000,2012,"['액션', '드라마']",0
87308,가디언즈,1056250,8083010500,2012,"['애니메이션', '모험']",0
49728,본레거시,1015711,7412233000,2012,"['액션', '모험', '스릴러']",0
96969,가문의영광5-가문의귀환,1012223,7245056500,2012,['코미디'],0
84897,시체가돌아왔다,986923,7360631000,2012,"['범죄', '코미디']",0
78720,돈크라이마미,972962,6798882099,2012,"['스릴러', '드라마']",0
85870,프로메테우스,971482,8600146099,2012,"['SF', '스릴러']",0
93089,스텝업4:레볼루션,953871,7157894000,2012,"['멜로/로맨스', '드라마']",0
88453,점쟁이들,953682,6731202500,2012,"['코미디', '공포']",0
82799,타이탄의분노,893027,7591124500,2012,"['액션', '판타지']",0
76692,디스민즈워,873396,6661435000,2012,"['액션', '멜로/로맨스', '코미디']",0
82906,미확인동영상:절대클릭금지,867386,5939840500,2012,"['공포', '스릴러']",0
86784,존카터:바숨전쟁의서막,838126,7229870500,2012,"['SF', '액션']",0
92046,나는왕이로소이다,790181,5455343404,2012,"['드라마', '코미디']",0
79566,스노우화이트앤더헌츠맨,636631,4646250000,2012,"['판타지', '액션', '모험']",0
87307,주먹왕랄프,616863,4473562000,2012,"['애니메이션', '코미디', '가족']",0
80664,미쓰GO,611685,4441859000,2012,"['코미디', '액션']",0
79312,헝거게임:판엠의불꽃,607956,4478418000,2012,"['판타지', '액션', '드라마']",0
89630,피에타,603283,4355592500,2012,['드라마'],0
79559,맨온렛지,591841,4393531500,2012,"['스릴러', '범죄']",0
85906,파파,587291,4000072000,2012,['코미디'],0
84218,백설공주,585473,4097396000,2012,"['드라마', '판타지', '코미디']",0
86899,다크섀도우,582126,4326459000,2012,"['멜로/로맨스', '공포', '코미디']",0
78331,루퍼,571922,4265566000,2012,"['SF', '액션']",0
92412,명탐정코난:11번째스트라이커,524914,3363777000,2012,['애니메이션'],0
90674,아부의왕,497880,3511102500,2012,['코미디'],0
83098,페이스메이커,467697,3443753000,2012,['드라마'],0
92074,페이스메이커,467697,3443753000,2012,['액션'],0
86862,락아웃:익스트림미션,462176,3373780000,2012,"['SF', '액션', '스릴러']",0
79826,익스펜더블2,444434,3208867228,2012,"['액션', '모험', '스릴러']",0
89667,두개의달,426706,2949348748,2012,"['미스터리', '공포']",0
86507,크로니클,384398,2884776000,2012,"['드라마', 'SF', '액션', '스릴러']",0
76955,링컨:뱀파이어헌터,344876,2750911500,2012,"['액션', '스릴러', '공포']",0
92576,음치클리닉,338168,2248238000,2012,"['멜로/로맨스', '코미디']",0
102325,늑대아이,332702,2296193261,2012,"['애니메이션', '드라마']",0
93005,늑대아이,332702,2296193261,2012,"['애니메이션', '판타지', '멜로/로맨스', '드라마', '모험', '가족']",0
95501,남영동1985,332597,2358477601,2012,['드라마'],0
96326,무서운이야기,331760,2452368566,2012,['공포'],0
87716,모모와다락방의수상한요괴들,300174,1988264000,2012,"['애니메이션', '가족', '판타지']",0
84034,로렉스,298780,2153198000,2012,"['애니메이션', '가족', '판타지']",0
88270,위험한관계,298086,2122666230,2012,"['멜로/로맨스', '드라마']",0
87314,더그레이,292217,2198959500,2012,"['액션', '드라마']",0
85842,네버엔딩스토리,283449,2106823000,2012,"['멜로/로맨스', '코미디']",0
82081,가비,270602,1969360500,2012,"['미스터리', '드라마']",0
80707,19곰테드,266574,2034959293,2012,"['코미디', '판타지']",0
100926,니코:산타비행단의모험,243062,1676033500,2012,"['애니메이션', '모험', '가족']",0
91703,잠베지아:신비한나무섬의비밀,240603,1754592000,2012,"['애니메이션', '모험', '코미디', '가족']",0
84414,서약,239483,1810275500,2012,"['드라마', '멜로/로맨스']",0
86023,강철대오:구국의철가방,233211,1614867156,2012,['코미디'],0
68587,캐빈인더우즈,228090,1710273500,2012,"['액션', '공포', 'SF', '스릴러']",0
92599,자칼이온다,210278,1430079500,2012,"['코미디', '드라마']",0
94190,테드:황금도시파이티티를찾아서,206320,1453568500,2012,['애니메이션'],0
90388,코알라키드:영웅의탄생,205579,1434535500,2012,['애니메이션'],0
72359,언더월드4:어웨이크닝,200038,1861948000,2012,"['액션', '판타지', '공포']",0
78837,업사이드다운,175349,1229283645,2012,"['SF', '판타지']",0
110110,원데이,175070,1279554000,2012,['애니메이션'],0
78388,세이프하우스,163729,1223151500,2012,"['액션', '스릴러']",0
82487,더레이븐,153581,1125457000,2012,"['스릴러', '미스터리']",0
91603,아르고,140736,1001059500,2012,"['드라마', '스릴러']",0
93003,사다코3D:죽음의동영상,122382,1128635032,2012,['공포'],0
99593,아티스트,120352,921160600,2012,[],0
77023,우먼인블랙,117188,862144800,2012,"['드라마', '공포', '스릴러']",0
88237,5백만불의사나이,104736,739789500,2012,['코미디'],0
91391,577프로젝트,96079,695765500,2012,"['코미디', '드라마']",0
88473,철가방우수氏,91988,601513500,2012,['드라마'],0
81887,락오브에이지,90926,659124496,2012,"['뮤지컬', '드라마']",0
