,year,title,genre,down
100133,2012,세터데이 모닝 (Saturday Morning Massacre),['공포'],0
100134,2012,크립트 오브 더 컨뎀드 (Crypt of the Condemned),['공포'],0
100135,2012,크립트 오브 더 컨뎀드 II (Crypt of the Condemned II),['공포'],0
100137,2012,조디도스 캐브로네스,"['코미디', '공포']",0
100139,2012,엘 보스크,[],0
100140,2012,알렉시스 (Alexis),"['공포', 'SF']",0
100141,2012,더 라이징 (The Rising),"['액션', 'SF']",0
100142,2012,더 버터플라이 룸 (The Butterfly Room),['스릴러'],0
100143,2012,슬라이스 앤드 다이스: 더 슬래셔 필름 포에버 (Slice and Dice: The Slasher Film Forever),['다큐멘터리'],0
100144,2012,볼라레,['코미디'],0
100145,2012,방과 후 미드나이터즈 (After School Midnighters),['애니메이션'],0
100146,2012,아메리칸 메리 (American Mary),"['공포', '스릴러']",0
100147,2012,타워블록 (Tower Block),['스릴러'],0
100148,2012,툴파,['스릴러'],0
100149,2012,크롤스페이스 (Crawlspace),['스릴러'],0
100150,2012,시즈닝 하우스 (The Seasoning House),"['공포', '스릴러']",0
100151,2012,더 라스트 윌 앤드 테스트멘트 오브 로잘린 리이 (The Last Will and Testament of Rosalind Leigh),"['공포', '스릴러', '미스터리']",0
100152,2012,다이너소어 프로젝트 (The Dinosaur Project),"['모험', 'SF', '스릴러']",0
100153,2012,저니 투 플래닛 X (Journey to Planet X),"['다큐멘터리', '코미디', '드라마']",0
100154,2012,더 엑소시스트 인 더 21st 센트리 (The Exorcist in the 21st Century),['다큐멘터리'],0
100155,2012,레오노라 캐링턴. 엘 유에고 서리얼리스타,[],0
100156,2012,야생의 아이들 (The Wild Ones),['드라마'],0
100157,2012,더 뱀파이어 스파이더 (The Vampire Spider),"['드라마', '공포', 'SF']",0
100159,2012,보이즈 아 어스 (Boys Are Us),"['드라마', '멜로/로맨스']",0
100160,2012,더 월드 이즈 퍼니 (The World Is Funny),['드라마'],0
100161,2012,아간 (Agon),"['드라마', '가족']",0
100162,2012,알래스카랜드 (Alaskaland),['드라마'],0
100164,2012,배고픈 사슴 (Hungry Deer),"['드라마', '스릴러']",0
100165,2012,밀청 (The Rumblings),"['드라마', '스릴러']",0
100166,2012,백팩 (Backpack),"['멜로/로맨스', '가족']",0
100167,2012,멍 (Bruised),"['드라마', '멜로/로맨스']",0
100168,2012,엠파이어 빌더 (Empire Builder),"['드라마', '스릴러']",0
100169,2012,디어 헌터스 (Dear Hunters),"['모험', '드라마']",0
100170,2012,엘렌 이즈 리빙 (Ellen Is Leaving),"['드라마', '멜로/로맨스']",0
100171,2012,게르마니아 (Germania),[],0
100176,2012,애프터 크리스마스 (After Christmas),"['코미디', '드라마']",0
100178,2012,미스터 크리스마스 (Mr. Christmas),['다큐멘터리'],0
100179,2012,인 핸포드 (In Hanford),['애니메이션'],0
100180,2012,언 오픈 하트 (An Open Heart),['드라마'],0
100181,2012,에즈 고즈 제인스빌 (As Goes Janesville),['다큐멘터리'],0
100182,2012,차우피툴러스 (Tchoupitoulas),['다큐멘터리'],0
100183,2012,바운드 바이 플레쉬 (Bound by Flesh),['다큐멘터리'],0
100185,2012,넘버드 (Numbered),['다큐멘터리'],0
100186,2012,F*ckload of Scotch Tape,"['범죄', '드라마', '뮤지컬']",0
100187,2012,미스터 소피스티케이션 (Mr. Sophistication),['드라마'],0
100191,2012,릴렛 네버 해펀드 (Lilet Never Happened),['드라마'],0
100193,2012,부스터 (Booster),"['드라마', '범죄']",0
100194,2012,우먼스 데이 (Women's Day),['드라마'],0
100195,2012,양귀비 밭 (Field of Amapolas),"['드라마', '가족', '전쟁']",0
100196,2012,더 스트레인저 (The Stranger),['드라마'],0
100197,2012,더 도터 (The Daughter),['드라마'],0
100198,2012,갓즈 네이버스 (God's Neighbors),['드라마'],0
100199,2012,킬링 타임 (Killing Time),['범죄'],0
100200,2012,트래쉬 댄스 (Trash Dance),"['다큐멘터리', '코미디', '가족']",0
100201,2012,웬 데이 브레이크 (When Day Breaks),['드라마'],0
100202,2012,디 오너먼트 오브 소울 (The Ornament of Soul),['애니메이션'],0
100210,2012,베이징 블루스 (Beijing Blues),['액션'],0
100212,2012,양매주 (Song of Silence),['드라마'],0
100213,2012,퀸 오브 몽트뢰유 (Queen of Montreuil),['코미디'],0
100214,2012,"오징어, 땅콩 (HEAT HAZE)",[],0
100215,2012,사라진 시간 (THE TIME VANISHED),[],0
100217,2012,매직 지퍼 (MAGIC ZIPPER),[],0
100218,2012,We are the HIPHOP BOYS (We are the HIPHOP BOYS),[],0
100228,2012,보이 (BOY),[],0
100229,2012,공중캠프 (EMPTY CAMP),['드라마'],0
100235,2012,그들이 잠자는 동안 (WHEN THEY SLEPT),[],0
100236,2012,픽셀 (PIXELIOSE),"['드라마', '멜로/로맨스']",0
100240,2012,퍼펙트 픽처 (Picture. Perfect.),['드라마'],0
100242,2012,루시와 목소리의 대결 (LUCY VS. THE LIMITS OF VOICE),[],0
100243,2012,시바타 와 나가오 (SHIBATA & NAGAO),['드라마'],0
100244,2012,아침식사 (THE BREAKFAST),['드라마'],0
100248,2012,구해줘 (WHO’S GONNA SAVE ME),[],0
100249,2012,베이비 러브 (BABY LOVE),['드라마'],0
100250,2012,한 번 더,['드라마'],0
100251,2012,착취 (THE SWEATSHOP),['드라마'],0
100253,2012,맥주사탕 (BEER LOLLYPOP),[],0
100254,2012,패밀리 디너 (FAMILY DINNER),['드라마'],0
100255,2012,나의 양말 (My Socks),['애니메이션'],0
100258,2012,러너 (THE RUNNER),[],0
100259,2012,달콤씁쓸한 인생 (BITTERSWEET LIFE),"['드라마', '코미디']",0
100260,2012,수평선 (HORIZON),[],0
100261,2012,캐롤라인 (THIS IS CAROLINE),"['코미디', '드라마']",0
100262,2012,베이지 (Beige),['다큐멘터리'],0
100263,2012,케인 (CANE),['드라마'],0
100264,2012,컬러 (COLOUR),[],0
100266,2012,기둥 (Column),['드라마'],0
100267,2012,스위티 파이 (SWEETIE PIE),['다큐멘터리'],0
100268,2012,마이 모리레,['드라마'],0
100269,2012,사랑은 마법처럼 (Hand in Hand),['멜로/로맨스'],0
100271,2012,차일드 오브 유어스 (A Child of Yours),['드라마'],0
100272,2012,어나더 우먼스 페이스 (Another Woman's Face),['드라마'],0
100273,2012,더 룩아웃 (THE LOOKOUT),['범죄'],0
100274,2012,사랑은 타이핑 중! (POPULAIRE ),['코미디'],0
100275,2012,어 건 인 이치 핸드 (A Gun in Each Hand),"['코미디', '드라마']",0
100276,2012,어 워크 인 더 파크 (A Walk in the Park),['다큐멘터리'],0
100277,2012,골트지우스 앤 더 팰리칸 컴퍼니 (Goltzius and the Pelican Company),[],0
100279,2012,포토 (PHOTO),['드라마'],0
100280,2012,써스펜션 (Suspension of Disbelief),['스릴러'],0
100281,2012,더 컬러 오브 타임 (The Color of Time),"['드라마', '멜로/로맨스']",0
100282,2012,올 어바웃 유 (All About You),['드라마'],0
100283,2012,아쿠아 푸오리 달 링,['드라마'],0
100284,2012,코시모 에 니콜,['드라마'],0
100285,2012,이탈리안 무비스 (Italian Movies),['코미디'],0
100286,2012,라짜 바스타르다 (Razza Bastarda),['드라마'],0
100287,2012,일 가토 델 메인,"['코미디', '드라마']",0
100288,2012,일 투르노 디 노테 로 파노 레 스텔레 (Il turno di notte lo fanno le stelle),['멜로/로맨스'],0
100289,2012,지울리아노 몬탈도 - 콰트로 볼트 벤타니 (Giuliano Montaldo - Quattro volte vent'anni),['다큐멘터리'],0
100293,2012,베를린 리사이클러스 (Berlin Recyclers),['애니메이션'],0
100294,2012,토니는 열살 (Tony 10),['가족'],0
100295,2012,메인 어본투런 도어 V,['가족'],0
100296,2012,미즈 키즈 (Mees Kees),"['드라마', '코미디', '가족']",0
100297,2012,브라메티 바스 (Brammetje Baas),['가족'],0
100298,2012,쿨한 아이는 울지 않아 (Cool Kids Don't Cry),['가족'],0
100299,2012,밀로 (Milo),['드라마'],0
100300,2012,잘파리: 더 데저트 머메이드 (Jalpari: The Desert Mermaid),"['드라마', '가족', '미스터리']",0
100301,2012,"저를 보내지 마세요, 제발 (Never Let Me Go)",['다큐멘터리'],0
100303,2012,나인뮤지스; 그녀들의 서바이벌 (9 Muses Of Star Empire),['다큐멘터리'],0
100306,2012,드라마 스페셜 - 친구 중에 범인이 있다,['드라마'],0
100307,2012,부시전적사,['드라마'],0
100308,2012,가유마마,['드라마'],0
100309,2012,대남당혼 (The Bachelor),['드라마'],0
100319,2012,굿 캅 (Good Cop),['드라마'],0
100320,2012,리퍼 스트리트 시즌1 (Ripper Street),['드라마'],0
100321,2012,헌티드 (Hunted),['드라마'],0
100331,2012,더블 페이스 위장 경찰편,['드라마'],0
100341,2012,멜리사 앤 조이 2 (Melissa & Joey),['드라마'],0
100343,2012,가로 더 무비: 창곡의 마룡,"['액션', 'SF', '판타지']",0
100353,2012,더 파라다이스 (The Paradise),['드라마'],0
100354,2012,니가 깜짝 놀랄만한 얘기를 들려주마,['드라마'],0
100355,2012,크리클리 홀의 비밀 (The Secret of Crickley Hall),['드라마'],0
100356,2012,남쪽으로 간다 (Going South),"['드라마', '멜로/로맨스']",0
100361,2012,핏불테리아,['액션'],0
100362,2012,천심의 안(조사),[],0
100363,2012,비너스ㆍ인ㆍ에로스 천사의 시가(노래),[],0
100364,2012,행복의 시간,['드라마'],0
100366,2012,전파왕,[],0
100367,2012,배드 에듀케이션 1 (Bad Education),['드라마'],0
100369,2012,골천문구 (THE LEGENDARY COUNTY),['드라마'],0
100371,2012,드라마 스페셜 - 아빠가 간다,['드라마'],0
100372,2012,블라인드 러브쿡,[],0
100373,2012,문 보이 1 (Moone Boy),['드라마'],0
100377,2012,나와 존스 부인 (Me and Mrs Jones),['드라마'],0
100378,2012,백색지련,['드라마'],0
100379,2012,빅토리어스 시즌4 (Victorious),['드라마'],0
100386,2012,캘리포니케이션 시즌5 (Californication),['드라마'],0
100391,2012,번당화원,['드라마'],0
100393,2012,스위치 (Switch),['드라마'],0
100395,2012,"드라마 스페셜 - 저어새, 날아가다",['드라마'],0
100396,2012,황금어장 무릎팍도사,[],0
100397,2012,라비린스 : 미궁 (Labyrinth),"['드라마', '모험', '판타지']",0
100401,2012,퍼버티고 (Pervertigo),"['코미디', '스릴러']",0
100402,2012,아이 돈트 러브 유 (I Don’t Love You),"['코미디', '드라마', '멜로/로맨스']",0
100403,2012,오퍼레이션 리베르타드 (Operation Libertad),['드라마'],0
100404,2012,초코 (Choco),['드라마'],0
100405,2012,파블로 (Pablo),['애니메이션'],0
100407,2012,몽골리안 블링 (Mongolian Bling),['다큐멘터리'],0
100408,2012,스피드: 인 서치 오브 로스트 타임 (Speed: In Search of Lost Time),['다큐멘터리'],0
100409,2012,"윈터, 고 어웨이! (Winter, Go Away!)","['다큐멘터리', '코미디', '드라마']",0
100410,2012,워터멜론 (Watermelon),[],0
100411,2012,드론 프럼 메모리 (Drawn From Memory),"['드라마', '가족']",0
100414,2012,웬 더 라이트 오브 돈 어라이스 (When The Light of Dawn Arises),"['코미디', '드라마']",0
100415,2012,바시아 프럼 포들라시아 (Basia from Podlachia),[],0
100416,2012,소울즈 오브 젠 (Souls of Zen),['다큐멘터리'],0
100417,2012,알리야 (Aliyah),['드라마'],0
100418,2012,드랩치,"['드라마', '뮤지컬']",0
100419,2012,빼앗긴 바다: 소말리아 해적 이야기 (Stolen Seas),"['다큐멘터리', '모험', '범죄']",0
100420,2012,헝가리 2011 (Hungary 2011),['드라마'],0
100423,2012,투 맨 앤드 어 테이블 (Two Man and A Table),['코미디'],0
100425,2012,바부스흐카,"['드라마', '가족']",0
100426,2012,스토이치코프,['다큐멘터리'],0
100427,2012,더 메이킹 오브 지저스 크라이스트 (The Making of Jesus Christ),['다큐멘터리'],0
100428,2012,차일드 31 (Child 31),"['드라마', '다큐멘터리']",0
100429,2012,레거시 (Legacy),"['애니메이션', '드라마']",0
100430,2012,82,"['코미디', '범죄']",0
100431,2012,리천,"['코미디', '드라마']",0
100433,2012,그레이스 (Grace),['다큐멘터리'],0
100434,2012,블랙우드 (Blackwood),['드라마'],0
100435,2012,포겟 더 노이즈 (Forget the Noise),"['드라마', '가족']",0
100438,2012,아톰 (Atoms),['드라마'],0
100439,2012,더 데블스 볼룸 (The Devil's Ballroom),['드라마'],0
100440,2012,저스트 애드 워터 (Just Add Water),"['다큐멘터리', '모험']",0
100441,2012,매트리아치 (The Matriarch),"['액션', '드라마']",0
100443,2012,버드 인 어 박스 (Bird in a Box),"['코미디', '드라마']",0
100444,2012,더 스파튼 킹 (The Spartan King),"['드라마', '멜로/로맨스']",0
100445,2012,내가 살아가는 길 (What's Your Job?),['애니메이션'],0
100446,2012,날개+날개 (Wing),['애니메이션'],0
100448,2012,또 다른 세상 (The Other Side),['애니메이션'],0
100449,2012,감금  (Captive),['애니메이션'],0
100452,2012,여자 (Women),['애니메이션'],0
100453,2012,착각 (Madam Darmi's Sukun Chip),['애니메이션'],0
100454,2012,폴의 세상 (Paul),['애니메이션'],0
100455,2012,한 남자의 모든 것 (See You),['애니메이션'],0
100457,2012,드래곤의 눈물 (Dragon Blood),['애니메이션'],0
100458,2012,카게모노 (Kagemono),['애니메이션'],0
100459,2012,내 이름은 Mee (Mee),['애니메이션'],0
100461,2012,소녀의 세상 (My Little World),['애니메이션'],0
100462,2012,토요일 (Saturdays),['애니메이션'],0
100463,2012,꿀 한 방울 (The Drop of Honey),['애니메이션'],0
100464,2012,꿀을 갖고 튀어라 (The Honey plot),['애니메이션'],0
100465,2012,그림자 도둑 (The Shadow Thief),['애니메이션'],0
100466,2012,1/2 (A Half),['애니메이션'],0
100467,2012,아웃사이드 (Outside),['애니메이션'],0
100469,2012,운수 좋은 날 (Came In Stock),['애니메이션'],0
100470,2012,불같은 욕심 (Life of Fire),['애니메이션'],0
100471,2012,구멍 (Holes),['애니메이션'],0
100472,2012,코스모 (Cosmo),['애니메이션'],0
100473,2012,캔 (Beer in Beast),['애니메이션'],0
100474,2012,시작은 사과로부터 (The Man Who Ate an Apple),['애니메이션'],0
100475,2012,칸 (Carn),['애니메이션'],0
100476,2012,무서운 동화 (Contemporary Tale),['애니메이션'],0
100477,2012,보이지 않는 (Incredulous Voice),['애니메이션'],0
100478,2012,수상한 남자 (Liver),['애니메이션'],0
100481,2012,매혹적인 스마트폰 (Dropped Call),['애니메이션'],0
100482,2012,미식가의 게임 (Food Lover is Gams),['애니메이션'],0
100484,2012,모자 도둑 (The Thief and the Hat),['애니메이션'],0
100485,2012,다리 너머 세상 (The Other Side of Trestle),['애니메이션'],0
100486,2012,파도에 밀려 (Washed Ashore),['애니메이션'],0
100487,2012,선녀와 나무꾼 (The Sky Fairy and the Woodcutter),['애니메이션'],0
100489,2012,필암서원 아는 만큼 가까워진다,['다큐멘터리'],0
100493,2012,"미안, 미안해",['드라마'],0
100500,2012,당신의 조각,['드라마'],0
100501,2012,미트 미스터 토일렛 (Meet Mr Toilet),[],0
100502,2012,지니 부트 캠프 (Genie Boot Camp),['판타지'],0
100503,2012,도기 스타일 (Doggie Style ),['코미디'],0
100539,2012,굿바이 미스터 크리스티 ( Goodbye Mister Christie  ),['애니메이션'],0
100567,2012,파이어 위드 파이어 (Fire with Fire),"['액션', '범죄', '드라마']",0
100569,2012,어 시크릿 어페어 (A Secret Affair ),['드라마'],0
100570,2012,크리스마스 인 콤프턴 (Christmas in Compton ),['코미디'],0
100571,2012,꽃의 시녀 고딕 메이드 (GOTHICMADE),"['애니메이션', 'SF']",0
100572,2012,표적이 된 학원 (Psychic School Wars),"['애니메이션', '판타지', '드라마']",0
100573,2012,카미하테 스토어 (Kamihate store),['드라마'],0
100574,2012,플레이백 (Playback),['드라마'],0
100576,2012,애즈 롱 애즈 아이 라이브 (As Long as I Live),"['드라마', '멜로/로맨스']",0
100577,2012,버팔로 걸 (Buffalo Girls ),['다큐멘터리'],0
100578,2012,후 밤드 주디 바리 (Who Bombed Judi Bari?),"['다큐멘터리', '범죄']",0
100580,2012,유니버셜 솔저 4: 클론의 반란 (Universal Soldier: Day of Reckoning),"['액션', 'SF']",0
100581,2012,새이디 레이디 (Shady Lady),['다큐멘터리'],0
100582,2012,러브 슈브 테이 치킨 쿠라나,['코미디'],0
100583,2012,아타 파타 라파타,"['코미디', '뮤지컬']",0
100585,2012,데모크라시 앳 워크 (Democracy at Work),['코미디'],0
100586,2012,배드 블러드... 더 헝거 (Bad Blood... The Hunger),"['공포', '미스터리', '스릴러']",0
100587,2012,런치 (Lunch),['다큐멘터리'],0
100588,2012,흉간설산 (Bleeding Mountain),"['공포', '스릴러']",0
100589,2012,어 매지컬 썸머 데이 (A Magical Summer Day),"['드라마', '공포', '판타지']",0
100590,2012,더 마스크 오브 러브 (The Mask of Love),"['미스터리', '공포', '스릴러']",0
100591,2012,위험한 상견례 (Meet the In-Laws),"['코미디', '멜로/로맨스']",0
100592,2012,미아오 샨 앤드 더 마이너토,['드라마'],0
100593,2012,백만거악 (Million Dollar Crocodile),"['액션', '드라마', '스릴러']",0
100594,2012,마이 디어 스틸트 (My Dear Stilt),['드라마'],0
100595,2012,마이 새시 허비 (My Sassy Hubby),"['멜로/로맨스', '코미디']",0
100596,2012,더 라스트 폴 (The Last Fall),['드라마'],0
100597,2012,도시유령전설 유코,['공포'],0
100599,2012,헤이팅 브레이트바트 (Hating Breitbart),['다큐멘터리'],0
100600,2012,추격 (Deep Dark Canyon),"['액션', '드라마', '스릴러']",0
100601,2012,"더 토터스, 언 인카네이션 (The Tortoise, an Incarnation)",[],0
100603,2012,더 우즈 (The Woods),['드라마'],0
100604,2012,어밴던드 (Abandoned),"['코미디', '드라마']",0
100605,2012,리틀 대드 (Little Dad),['드라마'],0
100606,2012,"투 크리스 마커, 언 언센트 레터 (To Chris Marker, an Unsent Letter)",['다큐멘터리'],0
100607,2012,비 홈 순: 레터스 프롬 마이 그랜드파더 (Be Home Soon: Letters from My Grandfather),"['다큐멘터리', '가족']",0
100608,2012,마엘스트롬 (Maelstrom ),['드라마'],0
100613,2012,모크샤 (Moksha),"['드라마', '범죄']",0
100614,2012,전망 좋은 해변 - 두 여자,[],0
100618,2012,전망 좋은 방 - 맛있는 섹스,[],0
100621,2012,어덜트 24살의 사랑 (Adult: 24 Year Old Love),[],0
100622,2012,칸나누나의 비밀일기 2 (DOUBLE KANNA 2),[],0
100628,2012,깊은 사랑,[],0
100631,2012,레이디 가가 : 온 더 엣지 (Lady Gaga : On The Edge),['다큐멘터리'],0
100632,2012,"맛있는 섹스,맛있는 상상",[],0
100633,2012,칸나누나의 비밀일기 1 (DOUBLE KANNA 1),"['멜로/로맨스', '드라마']",0
100634,2012,AV스타 납치사건,['스릴러'],0
100636,2012,차이나 블루,"['드라마', '멜로/로맨스']",0
100648,2012,"금지된 섹스, 불륜 2",['멜로/로맨스'],0
100650,2012,노크,"['공포', '멜로/로맨스']",0
100652,2012,전망 좋은 방 - 밀애,"['멜로/로맨스', '드라마']",0
100653,2012,맛있는 스캔들,[],0
100656,2012,포비든 걸 (Forbidden girl),['미스터리'],0
100662,2012,제로타임,[],0
100668,2012,로보라모스,['애니메이션'],0
100671,2012,징기스칸2014 (The Horde),['드라마'],0
100672,2012,베어 (BEAR),[],0
100683,2012,라이온 댄스 (Lion Dance  ),['애니메이션'],0
100684,2012,로프양과 깡통군 (Miss Rope and Mr.Can),['애니메이션'],0
100687,2012,미국에서 온 손자 (A grandson from America),"['가족', '드라마']",0
100693,2012,레드 시티 (Red City),"['SF', '스릴러']",0
100694,2012,더 텔레마시 (The Telemachy),"['모험', '드라마']",0
100695,2012,아글라야 (Aglaya),['드라마'],0
100696,2012,비트레이얼 (Betrayal ),['드라마'],0
100697,2012,크로싱 바운더리스 (Crossing Boundaries),['드라마'],0
100698,2012,데드 맨스 버든 (Dead Man's Burden),['서부'],0
100699,2012,파라다이스: 신념 (Paradise: Faith),['드라마'],0
100700,2012,인사이드 (Inside),['드라마'],0
100701,2012,네가네이 : 네 가족을 네 이웃과 같이 사랑하라 (Love your family like you love your neighbour),['드라마'],0
100707,2012,허름한 의자,['드라마'],0
100713,2012,첫 데이트,['드라마'],0
100714,2012,디지털 할미,['다큐멘터리'],0
100715,2012,삶의 향기,['드라마'],0
100718,2012,메다카 박스 1 (Medaka Box),"['애니메이션', '액션', '판타지']",0
100719,2012,원 테이블 (one table),['애니메이션'],0
100720,2012,할아버지 (The Grandfather),['드라마'],0
100721,2012,달뜬 (Grow Restless),['애니메이션'],0
100722,2012,"하하 (Summer, Summer)",['애니메이션'],0
100724,2012,더 컬러 오브 더 카멜리온 (The Color of the Chameleon),"['코미디', '드라마', '스릴러']",0
100725,2012,로터스 (Lotus),['드라마'],0
100726,2012,더 애니멀스 (The Animals),['드라마'],0
100727,2012,나이프 파이트 (Knife Fight),['드라마'],0
100728,2012,비욘드 댓 웨이스트랜드 (Beyond That Wasteland),['드라마'],0
100729,2012,문 라이더 (Moon Rider),['다큐멘터리'],0
100731,2012,플래닛 오션 (Planet Ocean),['다큐멘터리'],0
100732,2012,"굿 럭, 스윗하트 (Good Luck, Sweetheart)",['드라마'],0
100733,2012,벤야민의 꽃 (Benjamin's Flowers),"['애니메이션', '드라마']",0
100734,2012,아임 더 원 (I'm the One),['다큐멘터리'],0
100735,2012,더 맨 위드 더 골든 브레인 (The Man With the Golden Brain),"['드라마', '판타지']",0
100736,2012,양귀비의 연회 (The Banquet of the Concubine),['애니메이션'],0
100737,2012,"다시, 사랑을 꿈꾸다 (Another Woman's Life)","['코미디', '드라마', '미스터리']",0
100747,2012,올 댓 유 퍼제스 (All that You Possess),['드라마'],0
100748,2012,와이 디드 유 리브? (Why did you leave?),"['다큐멘터리', '드라마', '가족']",0
100749,2012,폴린느 디텍티브 (Pauline detective),['코미디'],0
100750,2012,아스트로: 언 어반 페이블 인 어 매지컬 리우데자네이루 (Astro: An Urban Fable in a Magical Rio De Janeiro),"['애니메이션', '모험', '코미디']",0
100751,2012,우주형사 갸반 더 무비 (Uchu keiji Gyaban: The Movie),"['액션', 'SF']",0
100753,2012,바이 바이 블론디 (Bye Bye Blondie),"['코미디', '드라마']",0
100754,2012,라카 (Raca),['다큐멘터리'],0
100755,2012,더 고릴라 (The Gorilla),[],0
100757,2012,디스파로스,"['액션', '범죄', '스릴러']",0
100758,2012,파르티데이로스,['다큐멘터리'],0
100760,2012,집시 퓨너럴 (Gipsy Funeral),"['코미디', '드라마']",0
100761,2012,헬리오 오이치시카 (Helio Oiticica),['다큐멘터리'],0
100764,2012,낚시 (Fishing),"['드라마', '멜로/로맨스']",0
100766,2012,혜원아! 규원아!,['다큐멘터리'],0
100767,2012,그래도 나는 탈북한다,['다큐멘터리'],0
100769,2012,왓 이프 (What If),['드라마'],0
100770,2012,런던 - 더 모던 바빌론 (London - The Modern Babylon),['다큐멘터리'],0
100772,2012,그레이티스트 히츠 (Greatest Hits),['드라마'],0
100773,2012,비올라 (Viola),['드라마'],0
100776,2012,그 이름은... (What’s in a Name?),['코미디'],0
100778,2012,더 서밋 (The Summit),['다큐멘터리'],0
100786,2012,플로벨라 (Florbela),['드라마'],0
100787,2012,랜드 오브 마이 드림즈 (Land of My Dreams),['드라마'],0
100789,2012,깊이에의 강요,['실험'],0
100791,2012,형광인종,['실험'],0
100792,2012,당신 (Dear),"['실험', '다큐멘터리']",0
100793,2012,촬영자의 기본 수칙,[],0
100794,2012,"32.5공수, 건설노동자의 날품 (Days of Construction Worker)",['다큐멘터리'],0
100795,2012,동네 한 바퀴,['드라마'],0
100796,2012,8,[],0
100797,2012,흔적,[],0
100798,2012,아누크의 전설,[],0
100799,2012,소심인,[],0
100800,2012,우리의 여름,[],0
100802,2012,베이타운 디스코 (The Baytown Outlaws),"['액션', '코미디', '범죄']",0
100805,2012,베르사이유 '73: 아메리칸 런웨이 레보루션 (Versailles '73: American Runway Revolution),['다큐멘터리'],0
100807,2012,퀘스천 원 (Question One),"['다큐멘터리', '가족']",0
100810,2012,카메라맨 갱가 소 람바부 (Cameraman Ganga tho Rambabu),['드라마'],0
100812,2012,아메리칸 스크림 (The American Scream),['다큐멘터리'],0
100813,2012,리틀 레드 와곤 (Little Red Wagon ),['드라마'],0
100814,2012,올 포 유 (All For Love),['드라마'],0
