순위,영화명,개봉일,매출액,매출액 점유율,관객수,스크린수,상영횟수,대표국적,국적,배급사
55,내 깡패 같은 애인,2010.5.20,"5,028,520,000",0.4%,"688,639",265,"25,806",한국,한국,롯데쇼핑㈜롯데엔터테인먼트
56,스텝 업 3D,2010.8.5,"7,345,439,000",0.6%,"671,845",250,"14,805",미국,미국,(주)화앤담이엔티
57,하늘에서 음식이 내린다면,2010.2.11,"5,413,862,500",0.5%,"654,510",282,"16,556",미국,미국,한국소니픽쳐스릴리징브에나비스타영화㈜
58,새미의 어드벤쳐,2010.12.15,"6,108,607,500",0.5%,"647,860",309,"14,302",벨기에,벨기에,씨제이엔터테인먼트
59,오션스,2010.7.28,"4,403,647,500",0.4%,"640,632",212,"14,915",프랑스,프랑스,롯데쇼핑㈜롯데엔터테인먼트
60,명탐정 코난: 천공의 난파선,2010.7.21,"4,002,088,500",0.3%,"618,420",235,"11,902",일본,일본,에이원엔터테인먼트
61,이층의 악당,2010.11.24,"4,271,750,500",0.4%,"596,851",379,"26,998",한국,한국,(주)싸이더스
62,그린 존,2010.3.25,"4,460,075,000",0.4%,"596,403",268,"27,563",미국,미국,(주)싸이더스
63,반가운 살인자,2010.4.8,"4,285,830,500",0.4%,"590,531",264,"29,724",한국,한국,롯데쇼핑㈜롯데엔터테인먼트
64,레터스 투 줄리엣,2010.10.6,"4,270,689,500",0.4%,"582,958",283,"28,683",미국,미국,(주)넥스트엔터테인먼트월드(NEW)
65,퀴즈왕,2010.9.16,"4,188,846,000",0.4%,"573,001",321,"23,579",한국,한국,(주)시네마서비스
66,마법사의 제자,2010.7.21,"4,057,522,000",0.4%,"570,775",300,"19,017",미국,미국,한국소니픽쳐스릴리징브에나비스타영화㈜
67,라스트 갓파더,2010.12.29,"3,953,691,500",0.3%,"543,544",493,"8,275",한국,"한국,미국",씨제이엔터테인먼트
68,앨빈과 슈퍼밴드2,2009.12.30,"3,411,479,000",0.3%,"511,322",244,"14,053",미국,미국,이십세기폭스코리아(주)
69,소셜 네트워크,2010.11.18,"3,744,100,000",0.3%,"509,177",310,"18,695",미국,미국,한국소니픽쳐스릴리징브에나비스타영화㈜
70,피라냐,2010.8.26,"5,661,671,000",0.5%,"505,836",310,"22,744",미국,미국,에스케이텔레콤(주)
71,먹고 기도하고 사랑하라,2010.9.30,"3,674,965,000",0.3%,"500,266",324,"22,299",미국,미국,한국소니픽쳐스릴리징브에나비스타영화㈜
72,불량남녀,2010.11.4,"3,562,190,000",0.3%,"483,387",338,"24,441",한국,한국,(주)쇼박스
73,레드,2010.11.3,"3,550,436,000",0.3%,"482,053",317,"22,481",미국,"미국,캐나다",(주)화앤담이엔티
74,친정엄마,2010.4.22,"3,321,091,000",0.3%,"472,009",275,"24,994",한국,한국,(주)싸이더스
75,식객2 : 김치전쟁,2010.1.28,"3,243,969,500",0.3%,"462,714",347,"22,753",한국,한국,롯데쇼핑㈜롯데엔터테인먼트
76,적인걸: 측천무후의 비밀,2010.10.6,"3,342,474,000",0.3%,"459,876",292,"23,640",중국,"중국,홍콩",롯데쇼핑㈜롯데엔터테인먼트
77,언스토퍼블,2010.11.10,"3,273,318,500",0.3%,"452,320",297,"21,495",미국,미국,이십세기폭스코리아(주)
78,대한민국 1%,2010.5.5,"2,244,690,500",0.2%,"440,372",286,"20,352",한국,한국,롯데쇼핑㈜롯데엔터테인먼트
79,파라노말 액티비티,2010.1.13,"3,207,923,500",0.3%,"438,402",184,"17,015",미국,미국,(주)넥스트엔터테인먼트월드(NEW)
80,워리어스 웨이,2010.12.1,"3,097,461,500",0.3%,"432,072",433,"23,127",미국,미국,에스케이텔레콤(주)
81,섹스 앤 더 시티 2,2010.6.10,"3,022,970,000",0.3%,"398,347",233,"14,265",미국,미국,워너브러더스 코리아(주)
82,나인,2009.12.31,"3,046,461,500",0.3%,"397,889",336,"16,466",미국,"미국,이탈리아",(주)시너지하우스 (시너지)
83,아스트로 보이-아톰의 귀환,2010.1.13,"2,585,585,500",0.2%,"393,433",278,"15,793",미국,미국,㈜케이디미디어
84,익스펜더블,2010.8.19,"2,973,224,000",0.3%,"390,438",259,"15,798",미국,미국,(주)싸이더스
85,공자 춘추전국시대,2010.2.11,"2,774,370,000",0.2%,"371,607",236,"15,346",중국,중국,(주)시너지하우스 (시너지)
86,프롬 파리 위드 러브,2010.3.11,"2,804,967,500",0.2%,"369,394",294,"22,348",프랑스,프랑스,㈜케이디미디어
87,파라노말 액티비티 2,2010.10.21,"2,575,677,000",0.2%,"358,453",196,"13,647",미국,미국,씨제이엔터테인먼트
88,블라인드 사이드,2010.4.15,"2,613,051,000",0.2%,"355,516",129,"12,717",미국,미국,워너브러더스 코리아(주)
89,맨발의 꿈,2010.6.24,"2,372,787,500",0.2%,"331,945",332,"17,790",한국,"한국,인도네시아,일본",(주)쇼박스
90,킬러스,2010.9.2,"2,386,700,000",0.2%,"322,888",282,"17,930",미국,미국,(주)넥스트엔터테인먼트월드(NEW)
91,검우강호,2010.10.14,"2,242,810,500",0.2%,"312,283",344,"20,571",홍콩,"홍콩,중국,미국",(주)에스비에스콘텐츠허브
92,가디언의 전설,2010.10.28,"2,613,934,200",0.2%,"302,318",267,"14,421",미국,"미국,호주",워너브러더스 코리아(주)
93,베스트 키드,2010.6.10,"2,031,914,500",0.2%,"287,278",252,"13,464",미국,미국,한국소니픽쳐스릴리징브에나비스타영화㈜
94,프레데터스,2010.8.26,"1,991,492,500",0.2%,"276,536",231,"14,168",미국,미국,이십세기폭스코리아(주)
95,울프맨,2010.2.11,"2,062,933,500",0.2%,"265,409",263,"13,920",미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
96,"울지마, 톤즈",2010.9.9,"1,439,624,500",0.1%,"260,998",73,"8,039",한국,한국,(주)씨타마운틴픽쳐스
97,극장판 도라에몽: 진구의 인어대해전,2010.7.28,"1,741,701,000",0.2%,"260,701",140,"5,639",일본,일본,씨제이엔터테인먼트
98,월 스트리트: 머니 네버 슬립스,2010.10.21,"1,760,899,000",0.2%,"241,438",288,"14,013",미국,미국,이십세기폭스코리아(주)
99,극장판 포켓 몬스터 DP 「환영의 패왕 조로아크」,2010.12.23,"1,631,689,000",0.1%,"234,093",139,"4,502",일본,일본,씨제이 씨지브이(CJ CGV)(주)
100,사랑은 너무 복잡해,2010.3.11,"1,741,752,000",0.2%,"234,083",180,"12,117",미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
101,폐가,2010.8.19,"1,586,581,500",0.1%,"225,955",160,"8,769",한국,한국,(주)시너지하우스 (시너지)
102,포스 카인드,2010.2.25,"1,672,315,500",0.1%,"224,808",186,"13,044",미국,미국,(주)넥스트엔터테인먼트월드(NEW)
103,일라이,2010.4.15,"1,634,626,500",0.1%,"219,196",253,"15,862",미국,미국,(주)쇼박스
104,시,2010.5.13,"1,543,441,350",0.1%,"218,514",165,"11,711",한국,한국,(주)넥스트엔터테인먼트월드(NEW)
105,쓰리 데이즈,2010.12.22,"1,584,153,500",0.1%,"218,306",211,"6,769",미국,"미국,프랑스",롯데쇼핑㈜롯데엔터테인먼트
106,러블리 본즈,2010.2.25,"1,547,760,000",0.1%,"208,660",213,"10,916",미국,미국,씨제이엔터테인먼트
107,내니맥피 2: 유모와마법소동,2010.8.11,"1,355,256,500",0.1%,"206,674",164,"8,083",미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
108,페스티발,2010.11.18,"1,517,620,500",0.1%,"196,937",234,"11,897",한국,한국,(주)시너지하우스 (시너지)
109,꼬마 니콜라,2010.1.28,"1,344,405,500",0.1%,"196,670",160,"9,274",프랑스,프랑스,(주)프라임엔터테인먼트
110,엣지 오브 다크니스,2010.6.2,"1,416,485,500",0.1%,"193,380",230,"13,619",영국,"영국,미국",(주)넥스트엔터테인먼트월드(NEW)
111,디어 존,2010.3.4,"1,416,393,000",0.1%,"189,117",255,"15,112",미국,미국,(주)화앤담이엔티
112,유령작가,2010.6.2,"1,314,227,500",0.1%,"177,671",186,"9,993",프랑스,"프랑스,독일,영국",(주)싸이더스
113,아빠가 여자를 좋아해,2010.1.14,"1,243,136,000",0.1%,"174,333",277,"13,408",한국,한국,(주)쇼박스
114,허트 로커,2010.4.22,"1,299,559,200",0.1%,"173,428",163,"9,200",미국,미국,(주)넥스트엔터테인먼트월드(NEW)
115,더 로드,2010.1.7,"1,276,388,500",0.1%,"172,392",171,"8,323",미국,미국,에스케이텔레콤(주)
116,발렌타인 데이,2010.2.11,"1,314,085,500",0.1%,"169,529",200,"8,750",미국,미국,워너브러더스 코리아(주)
117,그랑프리,2010.9.16,"1,219,746,000",0.1%,"167,024",232,"13,100",한국,한국,(주)싸이더스
118,렛 미 인,2010.11.18,"1,140,504,500",0.1%,"166,395",228,"10,185",영국,"영국,미국",롯데쇼핑㈜롯데엔터테인먼트
119,비밀애,2010.3.25,"1,206,962,000",0.1%,"164,252",268,"15,211",한국,한국,(주)시너지하우스 (시너지)
120,스플라이스,2010.7.1,"1,263,923,500",0.1%,"162,760",127,"7,375",캐나다,캐나다,(주)화천공사
121,김복남 살인사건의 전말,2010.9.2,"1,251,243,100",0.1%,"161,659",123,"5,467",한국,한국,(주)스폰지이엔티
122,무법자,2010.3.18,"1,221,713,500",0.1%,"160,734",190,"12,965",한국,한국,(주)넥스트엔터테인먼트월드(NEW)
123,회복,2010.1.14,"1,110,827,000",0.1%,"155,281",66,"6,095",한국,"한국,이스라엘",(주)스폰지이엔티
124,킥 애스: 영웅의 탄생,2010.4.22,"1,148,869,500",0.1%,"151,159",221,"10,742",영국,"영국,미국",롯데쇼핑㈜롯데엔터테인먼트
125,아바타 3D 스페셜에디션,2010.9.4,"1,870,164,500",0.2%,"148,098",146,"4,188",미국,미국,이십세기폭스코리아(주)
126,포켓 몬스터 DP: 아르세우스 초극의 시공으로,2009.12.24,"961,349,000",0.1%,"143,990",63,"3,452",일본,일본,실버스푼
127,크레이지,2010.4.8,"1,104,433,000",0.1%,"143,784",194,"12,578",미국,"미국,아랍에미리트연합국정부",(주)넥스트엔터테인먼트월드(NEW)
128,원피스 극장판: 스트롱 월드,2010.2.11,"972,367,000",0.1%,"143,431",76,"4,303",일본,일본,투니버스(주)온미디어
129,웨딩드레스,2010.1.14,"985,816,500",0.1%,"141,806",185,"9,417",한국,한국,(주)싸이더스
130,500일의 썸머,2010.1.21,"1,044,749,500",0.1%,"137,500",188,"9,259",미국,미국,"(주)팝엔터테인먼트,이십세기폭스코리아(주)"
131,나이트메어,2010.5.20,"1,056,379,500",0.1%,"136,925",152,"8,649",미국,미국,워너브러더스 코리아(주)
132,데이브레이커스,2010.3.18,"1,029,911,000",0.1%,"135,621",189,"11,421",미국,미국,(주)성원아이컴
133,트론: 새로운 시작,2010.12.29,"1,469,097,300",0.1%,"131,307",379,"5,909",미국,미국,한국소니픽쳐스릴리징브에나비스타영화㈜
134,죽이고 싶은,2010.8.26,"973,594,000",0.1%,"130,784",144,"8,255",한국,한국,롯데쇼핑㈜롯데엔터테인먼트
135,오션월드 3D,2010.8.11,"1,372,766,600",0.1%,"130,491",104,"3,269",영국,영국,㈜케이디미디어
136,두 여자,2010.11.18,"967,113,000",0.1%,"129,495",216,"10,104",한국,한국,씨제이엔터테인먼트
137,22 블렛,2010.10.14,"975,507,500",0.1%,"128,534",237,"12,241",프랑스,프랑스,㈜케이디미디어
138,스트리트댄스,2010.6.16,"1,424,994,000",0.1%,"127,629",214,"10,192",영국,영국,(주)시너지하우스 (시너지)
139,클로이,2010.2.25,"972,575,000",0.1%,"127,082",183,"10,035",프랑스,프랑스,(주)시너지하우스 (시너지)
140,뮬란: 전사의 귀환,2010.9.2,"889,356,500",0.1%,"125,425",242,"10,758",중국,중국,"(유)영화사 화수분,(주)에스비에스콘텐츠허브"
141,솔로몬 케인,2010.3.25,"940,027,000",0.1%,"124,836",194,"10,868",프랑스,"프랑스,체코,영국",(주)화앤담이엔티
142,마법천자문: 대마왕의 부활을 막아라,2010.8.19,"788,079,000",0.1%,"121,572",180,"5,576",한국,한국,씨제이엔터테인먼트
143,애프터 라이프,2010.9.2,"884,161,500",0.1%,"120,463",186,"9,147",미국,미국,(주)시너지하우스 (시너지)
144,극장판파워레인저 엔진포스VS 와일드스피릿,2010.1.7,"848,268,200",0.1%,"120,077",120,"4,088",일본,일본,씨제이엔터테인먼트
145,데블,2010.11.4,"855,105,000",0.1%,"116,403",187,"10,742",미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
146,케로로 더 무비 5: 기적의 사차원섬,2010.4.29,"789,256,000",0.1%,"115,130",106,"4,382",일본,일본,투니버스(주)온미디어
147,8인: 최후의 결사단,2010.1.21,"864,912,500",0.1%,"114,929",158,"6,989",중국,중국,씨제이엔터테인먼트
148,쏘우 3D,2010.11.18,"1,447,063,000",0.1%,"114,034",160,"7,410",미국,"미국,캐나다",㈜케이디미디어
149,들어는 봤니? 모건 부부,2010.1.28,"866,323,000",0.1%,"113,137",162,"7,613",미국,미국,한국소니픽쳐스릴리징브에나비스타영화㈜
150,더 콘서트,2010.11.25,"776,211,500",0.1%,"108,073",130,"6,465",프랑스,"프랑스,이탈리아,벨기에,루마니아",유니버설픽쳐스인터내셔널 코리아(유)
151,캣츠 앤 독스 2,2010.9.16,"797,837,500",0.1%,"107,921",161,"5,158",미국,"미국,오스트리아",워너브러더스 코리아(주)
152,프로포즈 데이,2010.4.8,"812,954,000",0.1%,"107,337",148,"8,697",미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
153,우리가 꿈꾸는 기적: 인빅터스,2010.3.4,"771,823,000",0.1%,"104,749",117,"6,439",미국,미국,워너브러더스 코리아(주)
154,아마존의 눈물,2010.3.25,"648,292,000",0.1%,"104,201",47,"4,393",한국,한국,(주)씨타마운틴픽쳐스
155,공주와 개구리,2010.1.21,"705,236,000",0.1%,"103,972",80,"3,147",미국,미국,한국소니픽쳐스릴리징브에나비스타영화㈜
156,라스트 엑소시즘,2010.12.1,"724,257,000",0.1%,"103,410",171,"8,016",미국,미국,(주)시너지하우스 (시너지)
157,꿈은 이루어진다,2010.5.27,"718,090,000",0.1%,"101,698",220,"8,984",한국,한국,씨제이엔터테인먼트
158,대병소장,2010.3.11,"706,907,500",0.1%,"96,868",157,"8,745",홍콩,홍콩,(주)싸이더스
159,하치 이야기,2010.2.18,"692,267,500",0.1%,"95,144",160,"7,735",미국,"미국,영국",(주)프라임엔터테인먼트
160,나탈리,2010.10.28,"1,114,062,000",0.1%,"94,875",196,"10,025",한국,한국,롯데쇼핑㈜롯데엔터테인먼트
161,필립모리스,2010.7.1,"639,369,700",0.1%,"83,508",114,"4,923",프랑스,프랑스,㈜케이디미디어
162,스위치,2010.12.1,"558,483,500",0.0%,"82,503",162,"6,854",미국,미국,씨너스엔터테인먼트(주)
163,엑스페리먼트,2010.8.11,"574,538,000",0.0%,"79,088",111,"5,124",미국,미국,(주)새인컴퍼니
164,노다메 칸타빌레 Vol.1,2010.9.9,"552,960,000",0.0%,"75,847",30,"2,613",일본,일본,"(주)미로비젼,아뮤즈코리아(주)"
165,참을 수 없는,2010.10.21,"566,731,000",0.0%,"75,740",222,"9,829",한국,한국,(주)시너지하우스 (시너지)
166,센츄리온,2010.8.26,"543,635,000",0.0%,"72,669",144,"6,677",영국,영국,(주)쇼박스
167,위대한 침묵,2009.12.3,"517,830,500",0.0%,"71,048",10,"1,497",독일,"독일,프랑스,스위스",(주)영화사 진진
168,브라더스,2010.5.5,"505,363,900",0.0%,"68,291",140,"6,269",미국,미국,(주)성원아이컴
169,주문진,2010.1.21,"372,281,300",0.0%,"66,098",95,"2,820",한국,한국,롯데쇼핑㈜롯데엔터테인먼트
170,골든 슬럼버,2010.8.26,"476,378,500",0.0%,"65,167",138,"4,638",일본,일본,씨제이엔터테인먼트
171,돌이킬 수 없는,2010.11.4,"465,532,500",0.0%,"64,371",204,"8,780",한국,한국,㈜케이디미디어
172,여대생 기숙사,2010.6.23,"490,581,000",0.0%,"64,345",143,"6,054",미국,미국,씨제이엔터테인먼트
173,파르나서스 박사의 상상극장,2009.12.23,"475,332,500",0.0%,"64,169",245,"3,947",미국,미국,(주)성원아이컴
174,베리드,2010.12.8,"461,632,500",0.0%,"63,234",116,"5,321",스페인,스페인,(주)화앤담이엔티
175,엘라의 모험 2: 백설공주 길들이기,2010.2.25,"432,336,000",0.0%,"62,841",86,"3,349",미국,미국,㈜케이디미디어
176,에브리바디 올라잇,2010.9.2,"458,376,000",0.0%,"60,857",127,"5,420",미국,미국,(주)화천공사
177,디센트: Part 2,2010.8.11,"461,416,000",0.0%,"60,801",136,"5,657",영국,영국,롯데쇼핑㈜롯데엔터테인먼트
178,바운티 헌터,2010.4.15,"453,911,000",0.0%,"59,581",123,"6,624",미국,미국,한국소니픽쳐스릴리징브에나비스타영화㈜
179,엽문2,2010.6.16,"444,197,000",0.0%,"58,928",140,"6,623",홍콩,홍콩,(주)프라임엔터테인먼트
180,듀 데이트,2010.11.24,"433,642,000",0.0%,"56,455",149,"6,567",미국,미국,워너브러더스 코리아(주)
181,하하하,2010.5.5,"428,797,700",0.0%,"56,354",26,"2,727",한국,한국,(주)스폰지이엔티
182,대지진,2010.11.4,"373,092,500",0.0%,"54,125",90,"3,468",중국,중국,필라멘트픽쳐스
183,톨스토이의 마지막 인생,2010.12.15,"388,417,500",0.0%,"53,551",107,"3,729",영국,"영국,미국,러시아,독일",롯데쇼핑㈜롯데엔터테인먼트
184,인 디 에어,2010.3.11,"406,463,000",0.0%,"52,573",52,"3,317",미국,미국,씨제이엔터테인먼트
185,폭풍전야,2010.4.1,"387,323,000",0.0%,"51,760",134,"6,410",한국,한국,(주)성원아이컴
186,사랑은 언제나 진행중,2010.3.11,"382,842,500",0.0%,"51,362",179,"7,385",미국,미국,(주)시너지하우스 (시너지)
187,킬러 인사이드 미,2010.7.7,"385,670,500",0.0%,"50,734",121,"5,200",미국,미국,(주)프라임엔터테인먼트
188,작은 연못,2010.4.15,"312,380,500",0.0%,"46,428",80,"4,593",한국,한국,
189,플래닛 51,2010.10.21,"287,804,500",0.0%,"45,527",67,"2,243",스페인,"스페인,영국",(주)쇼박스
190,된장,2010.10.21,"334,175,900",0.0%,"45,165",112,"4,657",한국,한국,"씨제이엔터테인먼트,GV 엔터테인먼트"
191,아더와 미니모이 2 : 셀레니아 공주 구출 작전,2010.7.8,"288,260,000",0.0%,"44,245",111,"3,031",프랑스,프랑스,롯데쇼핑㈜롯데엔터테인먼트
192,G-포스: 기니피그 특공대,2010.4.22,"405,615,000",0.0%,"39,522",82,"2,411",미국,미국,한국소니픽쳐스릴리징브에나비스타영화㈜
193,옥희의 영화,2010.9.16,"277,358,700",0.0%,"36,027",22,"1,924",한국,한국,(주)스폰지이엔티
194,위핏,2010.2.18,"220,733,500",0.0%,"34,507",124,"3,906",미국,미국,롯데쇼핑㈜롯데엔터테인먼트
195,서태지밴드 라이브 투어,2010.5.21,"255,562,000",0.0%,"34,136",1,251,한국,한국,(주)서태지컴퍼니
196,하비의 마지막 로맨스,2010.10.28,"245,088,500",0.0%,"33,669",41,"2,258",미국,미국,(주)영화사 진진
197,소명 2-모겐족의 월드컵,2010.4.1,"197,341,000",0.0%,"29,221",62,"2,593",한국,한국,(주)에스피엠
198,페어러브,2010.1.14,"202,592,500",0.0%,"27,083",45,"1,978",한국,한국,씨제이엔터테인먼트
199,기적의 오케스트라 - 엘 시스테마,2010.8.12,"182,783,300",0.0%,"25,806",21,"1,389",독일,독일,(주)영화사 진진
200,집 나온 남자들,2010.4.8,"186,095,500",0.0%,"25,773",133,"4,959",한국,한국,(주)싸이더스
201,예언자,2010.3.11,"193,007,000",0.0%,"24,906",25,"1,402",프랑스,프랑스,판씨네마(주)
202,스즈미야 하루히의 소실,2010.11.11,"166,044,500",0.0%,"24,055",28,774,일본,일본,에이원엔터테인먼트
203,사요나라 이츠카,2010.4.15,"179,113,500",0.0%,"23,229",31,"1,715",한국,"한국,태국,일본",씨제이엔터테인먼트
204,아메리칸,2010.12.29,"172,979,500",0.0%,"23,030",117,"1,638",미국,미국,(주)화천공사
205,스페이스 침스 - 자톡의 역습 3D,2010.8.19,"210,060,100",0.0%,"22,655",84,"1,529",미국,미국,㈜케이디미디어
