순위,영화명,개봉일,매출액,매출액 점유율,관객수,스크린수,상영횟수,대표국적,국적,배급사
206,토너먼트,2010.9.2,"162,232,000",0.0%,"20,316",31,"1,607",영국,영국,(주)씨타마운틴픽쳐스
207,콜링 인 러브,2010.3.25,"150,187,500",0.0%,"20,243",68,"2,720",미국,미국,㈜케이디미디어
208,쏘우-여섯번의 기회,2010.1.7,"156,444,000",0.0%,"19,516",49,"1,854",미국,미국,(주)빅버젯
209,대부,1973.9.1,"147,729,500",0.0%,"19,190",16,729,미국,미국,
210,커플 테라피: 대화가 필요해,2010.2.25,"147,655,000",0.0%,"19,163",66,"2,194",미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
211,심장이 뛴다,2011.1.5,"86,812,000",0.0%,"18,296",17,98,한국,한국,롯데쇼핑㈜롯데엔터테인먼트
212,애프터 러브,2010.1.21,"140,789,000",0.0%,"17,943",13,727,이탈리아,이탈리아,라인트리엔터테인먼트
213,싱글맨,2010.5.27,"131,988,700",0.0%,"17,064",25,"1,269",미국,미국,"하준사,씨제이엔터테인먼트"
214,허리우드극장-그곳엔 추억이 있다,,"35,081,000",0.0%,"16,798",1,241,기타,기타,
215,2008 서태지 심포니 위드 톨가 카쉬프 로열필하모닉,2010.1.22,"129,241,000",0.0%,"16,446",1,80,한국,한국,
216,엘 시크레토 : 비밀의 눈동자,2010.11.11,"121,421,500",0.0%,"16,380",10,732,아르헨티나,"아르헨티나,스페인",(주) 포커스픽쳐
217,헤이트 발렌타인데이,2010.2.4,"125,682,500",0.0%,"16,302",74,"2,434",미국,미국,㈜케이디미디어
218,소와 함께 여행하는 법,2010.11.3,"105,338,000",0.0%,"16,096",88,"2,516",한국,한국,롯데쇼핑㈜롯데엔터테인먼트
219,토마스와 친구들 - 극장판 2,2010.6.10,"112,687,000",0.0%,"15,928",93,"1,645",미국,미국,에이원엔터테인먼트
220,청설,2010.6.17,"110,900,000",0.0%,"14,875",20,"1,393",대만,대만,(주)스폰지이엔티
221,런어웨이즈,2010.6.24,"110,024,500",0.0%,"14,848",76,"2,506",미국,미국,(주)넥스트엔터테인먼트월드(NEW)
222,유희왕,2010.1.28,"93,902,000",0.0%,"14,101",64,"1,041",일본,일본,에이원엔터테인먼트
223,테이킹 우드스탁,2010.7.29,"102,606,500",0.0%,"13,598",14,694,미국,미국,(주)영화사구안
224,밀크,2010.2.25,"95,544,000",0.0%,"13,159",31,"1,159",미국,미국,(주)씨타마운틴픽쳐스
225,귀 鬼,2010.6.10,"94,872,000",0.0%,"13,107",30,"1,067",한국,한국,씨제이엔터테인먼트
226,더 도어,2010.9.2,"101,746,000",0.0%,"13,061",26,956,독일,독일,예지림엔터테인먼트
227,속 대부,1978.4.20,"100,419,500",0.0%,"12,892",13,536,미국,미국,예지림엔터테인먼트
228,공기인형,2010.4.8,"96,511,300",0.0%,"12,514",15,812,일본,일본,씨제이엔터테인먼트
229,레고:클러치파워의 모험,2010.6.10,"86,350,500",0.0%,"12,430",56,"1,007",미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
230,믿음의 승부,2010.4.15,"83,351,500",0.0%,"12,372",7,582,미국,미국,크로스픽쳐스(주)
231,동쪽의 에덴 극장판 ① 더 킹오브 에덴,2010.1.28,"83,223,500",0.0%,"12,262",48,"1,349",일본,일본,애니박스 엔터테인먼트
232,하얀리본,2010.7.1,"89,173,600",0.0%,"12,170",2,336,독일,독일,(주)영화사 진진
233,제로 포커스,2010.3.25,"89,329,000",0.0%,"12,065",76,"2,026",일본,일본,씨제이엔터테인먼트
234,조금만 더 가까이,2010.10.28,"90,058,200",0.0%,"11,723",20,974,한국,한국,KT&G 상상마당 영화사업팀 컴퍼니에스에스(주)
235,리틀 애쉬 : 달리가 사랑한 그림,2010.1.14,"87,625,500",0.0%,"11,428",12,888,영국,"영국,스페인",판씨네마(주)
236,나루토 질풍전 극장판 4 - 더 로스트 타워,2010.12.2,"75,017,000",0.0%,"11,116",58,985,일본,일본,애니박스 엔터테인먼트
237,소라닌,2010.8.26,"81,223,000",0.0%,"10,913",13,578,일본,일본,(주)스폰지이엔티
238,춤추는 꿈틀이 밴드,2010.2.4,"72,851,000",0.0%,"10,885",47,718,덴마크,"덴마크,독일",에이원엔터테인먼트
239,내 남자의 순이,2010.5.27,"73,108,500",0.0%,"10,449",99,"2,013",한국,한국,(주)새인컴퍼니
240,샤인 어 라이트(1st 지드래곤 콘서트),2010.4.15,"91,164,000",0.0%,"10,349",14,227,한국,한국,(주)와이지엔터테인먼트
241,셉템버 이슈,2010.1.28,"78,736,700",0.0%,"10,202",11,752,미국,미국,(주)미로비젼
242,테라 3D: 인류 최후의 전쟁,2010.11.4,"104,543,000",0.0%,"9,863",47,"1,026",미국,미국,(주)씨타마운틴픽쳐스
243,노라 없는 5일,2010.10.21,"71,892,400",0.0%,"9,784",9,478,멕시코,멕시코,프리비젼엔터테인먼트
244,데저트 플라워,2010.4.22,"71,849,500",0.0%,"9,740",15,767,영국,"영국,독일,오스트리아",(주)영화사구안
245,토일렛,2010.12.2,"70,711,000",0.0%,"9,551",9,351,일본,"일본,캐나다",(주)영화사 조제
246,존 레논 비긴즈-노웨어 보이,2010.12.9,"70,922,700",0.0%,"9,492",15,585,영국,"영국,캐나다",프리비젼엔터테인먼트
247,아이언맨,2008.4.30,"82,275,500",0.0%,"9,471",5,315,미국,미국,씨제이엔터테인먼트
248,경계도시 2,2010.3.18,"66,168,300",0.0%,"9,281",12,747,한국,한국,시네마달
249,불타는 내 마음,2010.3.25,"69,364,000",0.0%,"9,089",33,"1,257",한국,한국,씨제이 씨지브이(CJ CGV)(주)
250,어웨이 위 고,2010.2.4,"64,740,700",0.0%,"8,955",5,399,영국,영국,(주)스폰지이엔티
251,잊혀진 가방,2010.7.29,"59,804,500",0.0%,"8,905",8,662,한국,한국,(주)씨타마운틴픽쳐스
252,노스페이스,2010.6.2,"66,604,500",0.0%,"8,852",20,775,독일,독일,(주)씨타마운틴픽쳐스
253,러브 매니지먼트,2009.12.31,"65,441,000",0.0%,"8,501",43,"1,170",미국,미국,(주)싸이더스
254,투 아이즈,2010.8.5,"63,764,900",0.0%,"8,460",18,661,네덜란드,네덜란드,KT&G 시네마 상상마당
255,미 투,2010.4.15,"62,094,500",0.0%,"8,455",11,588,스페인,스페인,(주)바른손이앤에이
256,시리어스 맨,2010.3.25,"63,671,800",0.0%,"8,450",9,537,미국,미국,(주)스폰지이엔티
257,돈 조반니,2010.10.14,"59,483,400",0.0%,"8,220",16,579,이탈리아,"이탈리아,스페인",(주)디지탈케이아이엔
258,감동과의 재회전,,"47,576,500",0.0%,"8,006",3,172,기타,기타,
259,2009 일본 인디필름 페스티벌,,"58,428,000",0.0%,"7,966",3,490,일본,일본,
260,어쿠스틱,2010.10.28,"57,027,000",0.0%,"7,908",34,925,한국,한국,(주)키노아이디엠씨
261,클래스,2010.4.1,"55,508,000",0.0%,"7,620",7,441,프랑스,프랑스,(주)영화사 진진
262,"러블리, 스틸",2010.12.23,"57,052,000",0.0%,"7,363",8,207,미국,미국,(주)에스와이코마드
263,청담보살,2009.11.11,"35,344,000",0.0%,"7,228",2,50,한국,한국,(주)넥스트엔터테인먼트월드(NEW)
264,그 남자가 아내에게,2010.8.26,"53,232,500",0.0%,"7,214",5,351,일본,일본,(주)영화사 진진
265,선라이즈 선셋,2010.5.13,"51,366,000",0.0%,"6,878",15,553,러시아,러시아,프리비젼엔터테인먼트
266,2010년 시네마테크의 친구들 영화제,2010.1.15,"37,857,000",0.0%,"6,853",1,91,기타,기타,
267,벡,2010.11.18,"48,412,000",0.0%,"6,699",30,830,일본,일본,(주)씨타마운틴픽쳐스
268,2012,2009.11.12,"46,941,500",0.0%,"6,689",20,305,미국,미국,한국소니픽쳐스릴리징브에나비스타영화㈜
269,고스트: 보이지 않는 사랑,2010.11.25,"49,540,500",0.0%,"6,624",31,"1,028",일본,"일본,한국",필라멘트픽쳐스
270,퀼,2010.1.7,"50,178,500",0.0%,"6,589",14,677,일본,일본,(주)씨타마운틴픽쳐스
271,"토이 스토리 1,2",2010.5.5,"65,459,200",0.0%,"6,494",13,276,미국,미국,
272,클라라,2010.12.16,"47,671,600",0.0%,"6,430",7,202,독일,독일,(주)영화사 진진
273,어둠의 아이들,2010.3.25,"40,450,000",0.0%,"6,374",5,455,일본,일본,㈜씨에이엔
274,크레이지 하트,2010.3.4,"48,007,500",0.0%,"6,213",4,385,미국,미국,이십세기폭스코리아(주)
275,크랙,2010.7.28,"47,063,000",0.0%,"6,209",12,448,영국,"영국,아일랜드,스페인,프랑스,스위스",(주)씨타마운틴픽쳐스
276,줄리 & 줄리아,2009.12.10,"48,062,000",0.0%,"6,148",2,170,미국,미국,한국소니픽쳐스릴리징브에나비스타영화㈜
277,하얀 아오자이,2010.2.25,"36,658,000",0.0%,"6,130",21,415,베트남,베트남,롯데쇼핑㈜롯데엔터테인먼트
278,도쿄택시,2010.5.20,"44,799,500",0.0%,"6,012",13,505,한국,"한국,일본",(주)키노아이디엠씨
279,요술,2010.6.24,"46,293,700",0.0%,"5,993",33,798,한국,한국,씨제이엔터테인먼트
280,크리스마스 스타!,2010.12.23,"42,196,000",0.0%,"5,839",16,330,영국,영국,판씨네마(주)
281,판타스틱 Mr. 폭스,2009.12.24,"44,039,500",0.0%,"5,792",10,409,미국,"미국,영국",이십세기폭스코리아(주)
282,걸프렌즈,2009.12.17,"30,577,500",0.0%,"5,778",5,100,한국,한국,(주)넥스트엔터테인먼트월드(NEW)
283,엉클 분미,2010.9.16,"47,875,000",0.0%,"5,700",2,226,태국,"태국,영국,프랑스,독일,스페인,네덜란드",㈜영화사 백두대간
284,"땡큐, 마스터 킴",2010.9.2,"42,133,500",0.0%,"5,637",14,481,일본,"일본,호주",(주)인디플러그
285,유윌 미스 미,2010.2.11,"40,513,500",0.0%,"5,384",10,480,프랑스,프랑스,프리비젼엔터테인먼트
286,라임라이프,2010.9.2,"39,825,500",0.0%,"5,323",23,721,미국,미국,프리비젼엔터테인먼트
287,여의도,2010.12.2,"40,196,000",0.0%,"5,322",24,590,한국,한국,어뮤즈
288,레퓨지,2010.7.15,"38,932,500",0.0%,"5,313",16,611,프랑스,프랑스,(주)씨타마운틴픽쳐스
289,바흐 이전의 침묵,2010.10.21,"40,010,600",0.0%,"5,207",3,227,스페인,스페인,(재)전주국제영화제조직위원회
290,2010 시네바캉스 서울,2010.7.30,"28,287,000",0.0%,"5,118",1,72,기타,기타,
291,리키,2010.2.4,"38,073,500",0.0%,"5,021",23,683,프랑스,"프랑스,이탈리아",씨제이엔터테인먼트
292,"시네도키, 뉴욕",2010.1.7,"36,030,000",0.0%,"4,921",5,387,미국,미국,(주)스폰지이엔티
293,제9회 미쟝센 단편영화제(2010),,"24,809,000",0.0%,"4,868",3,67,한국,한국,
294,하트 비트,2010.11.25,"34,913,500",0.0%,"4,794",9,484,캐나다,캐나다,㈜씨에이엔
295,할,2010.10.14,"34,424,500",0.0%,"4,653",16,592,한국,한국,㈜인디스토리
296,사랑하고 싶은 시간,2010.12.2,"33,480,500",0.0%,"4,573",8,222,이탈리아,이탈리아,(주)영화사 진진
297,나는 나비,2010.12.2,"26,846,000",0.0%,"4,566",19,318,한국,한국,(주)인디플러그
298,예스맨 프로젝트,2010.3.25,"32,650,000",0.0%,"4,434",11,640,프랑스,"프랑스,영국,미국",(주)영화사구안
299,내 첫사랑을 너에게 바친다,2010.8.5,"32,217,000",0.0%,"4,283",9,360,일본,일본,(주)씨타마운틴픽쳐스
300,2AM SHOW,2010.12.9,"45,518,000",0.0%,"4,020",27,320,한국,한국,에스케이텔레콤(주)
301,용서,2010.12.5,"29,661,000",0.0%,"3,993",6,151,한국,한국,씨너스엔터테인먼트(주)
302,꽃비,2010.4.1,"31,909,500",0.0%,"3,965",7,245,한국,한국,어뮤즈
303,제2회 CGV-바자패션필름페스티벌,2010.9.1,"16,005,000",0.0%,"3,916",3,204,기타,기타,
304,참새들의 합창,2010.5.5,"27,705,500",0.0%,"3,827",12,365,이란,이란,(주)유니코리아문예투자
305,우리 의사 선생님,2010.4.29,"27,705,000",0.0%,"3,806",3,250,일본,일본,(주)영화사 진진
306,여배우들,2009.12.10,"26,899,500",0.0%,"3,793",7,319,한국,한국,(주)쇼박스
307,브라보! 재즈 라이프,2010.12.16,"29,341,800",0.0%,"3,785",11,270,한국,한국,KT&G 상상마당 영화사업팀 컴퍼니에스에스(주)
308,리미츠 오브 컨트롤,2010.8.12,"27,666,500",0.0%,"3,780",7,286,미국,"미국,일본",(주)스폰지이엔티
309,서서 자는 나무,2010.12.9,"28,866,500",0.0%,"3,754",13,341,한국,한국,(주)씨타마운틴픽쳐스
310,페데리코 펠리니 회고전,,"20,279,000",0.0%,"3,689",1,47,이탈리아,이탈리아,
311,아버지를 마지막으로 본 것은 언제입니까?,2010.5.27,"26,210,700",0.0%,"3,603",12,446,아일랜드,아일랜드,프리비젼엔터테인먼트
312,삼포가는 길,1975.5.23,"7,009,000",0.0%,"3,477",1,26,한국,한국,
313,남극의 쉐프,2010.2.11,"24,735,000",0.0%,"3,474",1,129,일본,일본,(주)스폰지이엔티
314,오페라-카르멘(메트로폴리탄),2010.4.4,"67,804,000",0.0%,"3,442",2,30,미국,미국,㈜메가박스
315,로마에서 생긴 일,2010.4.8,"26,475,000",0.0%,"3,429",12,399,미국,미국,한국소니픽쳐스릴리징브에나비스타영화㈜
316,닌자 어쌔신,2009.11.26,"26,567,500",0.0%,"3,416",23,315,미국,미국,워너브러더스 코리아(주)
317,이파네마 소년,2010.11.4,"25,033,500",0.0%,"3,410",13,453,한국,한국,프리비젼엔터테인먼트
318,채식주의자,2010.2.18,"25,146,000",0.0%,"3,379",19,634,한국,한국,(주)스폰지이엔티
319,파코와 마법 동화책,2010.7.22,"23,161,200",0.0%,"3,208",13,408,일본,일본,(주)씨타마운틴픽쳐스
320,모범시민,2009.12.10,"22,139,500",0.0%,"3,207",18,270,미국,미국,(주)시너지하우스 (시너지)
321,노 임팩트 맨,2010.6.17,"22,148,400",0.0%,"3,110",7,354,미국,미국,KT&G 시네마 상상마당
322,마마 앤드 파파,2010.5.20,"22,116,000",0.0%,"3,099",1,89,한국,한국,주식회사 케이엠스타
323,오페라-투란도트(메트로폴리탄),2010.1.10,"60,778,000",0.0%,"3,045",2,27,미국,미국,㈜메가박스
324,라이브 인 3D 휘성 : 잇츠 리얼,2010.9.30,"39,755,000",0.0%,"2,920",30,511,한국,한국,에스케이텔레콤(주)
325,바비,2010.2.4,"22,102,000",0.0%,"2,821",17,365,미국,미국,(주)씨타마운틴픽쳐스
326,당신을 오랫동안 사랑했어요,2010.1.7,"20,081,000",0.0%,"2,813",4,290,프랑스,프랑스,(주)씨타마운틴픽쳐스
327,언 애듀케이션,2010.3.18,"21,023,500",0.0%,"2,750",3,243,영국,영국,한국소니픽쳐스릴리징브에나비스타영화㈜
328,불청객,2010.9.30,"19,445,000",0.0%,"2,748",8,372,한국,한국,(주)이모션픽처스
329,하우 투 비,2010.1.28,"19,490,500",0.0%,"2,702",19,430,영국,영국,실버스푼
330,사이즈의 문제,2010.4.15,"20,506,400",0.0%,"2,701",12,346,이스라엘,이스라엘,프리비젼엔터테인먼트
331,이웃집 좀비,2010.2.18,"19,620,700",0.0%,"2,678",15,411,한국,한국,㈜인디스토리
332,레인보우,2010.11.18,"19,510,100",0.0%,"2,649",10,437,한국,한국,㈜인디스토리
333,아녜스 바르다 회고전,,"14,420,000",0.0%,"2,617",1,66,프랑스,프랑스,
334,반드시 크게 들을 것,2010.4.22,"18,758,900",0.0%,"2,566",6,256,한국,한국,㈜인디스토리
335,2010칸국제광고제 수상작페스티벌,2010.10.7,"20,866,000",0.0%,"2,517",2,105,기타,기타,
336,시네마 디지털 서울 2010,2010.8.18,"13,564,500",0.0%,"2,486",4,79,기타,기타,
337,살인의 강,2010.9.30,"18,936,500",0.0%,"2,475",14,423,한국,한국,(주)씨타마운틴픽쳐스
338,에반게리온: 파,2009.12.3,"18,128,000",0.0%,"2,434",2,108,일본,일본,예지림엔터테인먼트
339,계몽영화,2010.9.16,"18,111,800",0.0%,"2,417",10,428,한국,한국,㈜인디스토리
340,바람_감독판,,"17,063,000",0.0%,"2,395",1,54,한국,한국,(주)싸이더스
341,땅의 여자,2010.9.9,"16,179,500",0.0%,"2,336",14,382,한국,한국,시네마달
342,뉴 문,2009.12.2,"15,964,000",0.0%,"2,292",18,281,미국,미국,(주)넥스트엔터테인먼트월드(NEW)
343,아쉬람,2010.2.25,"17,612,000",0.0%,"2,276",3,188,캐나다,캐나다,(주)에스와이코마드
344,오시마 나기사 회고전,,"12,086,000",0.0%,"2,252",1,43,일본,일본,
345,이그잼,2010.11.11,"17,086,000",0.0%,"2,217",9,300,영국,영국,(주)에스와이코마드
346,누구를 위하여 종은 울리나,1972.3.18,"4,527,000",0.0%,"2,196",1,27,미국,미국,
347,살아있는 야생탐험,2009.5.11,"24,392,000",0.0%,"2,135",3,120,이스라엘,이스라엘,씨제이 씨지브이(CJ CGV)(주)
348,원 나잇 스탠드,2010.5.4,"14,584,800",0.0%,"2,123",11,227,한국,한국,KT&G 상상마당 영화사업팀 컴퍼니에스에스(주)
349,회오리 바람,2010.2.25,"15,821,000",0.0%,"2,117",11,533,한국,한국,(주)영화사 진진
350,천국의 속삭임,2009.12.17,"15,346,000",0.0%,"2,110",7,156,이탈리아,이탈리아,㈜인디스토리
351,하프웨이,2010.4.29,"14,738,500",0.0%,"2,079",11,349,일본,일본,이미지팩토리
352,탈주,2010.9.2,"15,836,600",0.0%,"2,060",12,282,한국,한국,㈜인디스토리
353,쿼바디스,1973.1.13,"4,063,000",0.0%,"2,026",1,20,미국,미국,
354,제7회 서울환경영화제[2010.05.19-05.26],2010.5.19,"7,961,000",0.0%,"1,990",3,95,기타,기타,
355,세이브 어 라이프,2010.11.11,"8,480,000",0.0%,"1,979",6,89,미국,미국,(주)씨타마운틴픽쳐스
356,집행자,2009.11.5,"6,774,000",0.0%,"1,966",1,34,한국,한국,"(주)스폰지이엔티,실버스푼"
357,미션,1986.12.24,"6,068,000",0.0%,"1,957",1,161,영국,영국,(주)피터팬픽쳐스
358,초합금 로보트 쏠라 123,2010.5.1,"10,907,500",0.0%,"1,936",32,247,한국,한국,서울동화
359,브라더후드,2010.11.18,"15,309,400",0.0%,"1,932",11,259,미국,미국,KT&G 상상마당 영화사업팀 컴퍼니에스에스(주)
360,우리 만난 적 있나요,2010.11.25,"14,688,500",0.0%,"1,928",8,312,한국,한국,코리아 코어 컨텐츠
361,레이징 피닉스,2010.3.25,"9,975,000",0.0%,"1,898",15,228,태국,태국,(주)디지탈케이아이엔
362,애즈 갓 커맨즈,2010.4.1,"13,475,500",0.0%,"1,889",10,351,이탈리아,이탈리아,프리비젼엔터테인먼트
363,벤허,1972.9.7,"3,947,000",0.0%,"1,871",1,41,미국,미국,(주)팝엔터테인먼트
364,카페 느와르,2010.12.30,"14,292,600",0.0%,"1,841",16,65,한국,한국,(주)스폰지이엔티
365,인셉션+이끼+마법사의 제자,2010.7.21,"19,972,000",0.0%,"1,839",3,11,기타,기타,
366,스카이 크롤러,2010.10.28,"13,575,500",0.0%,"1,804",2,138,일본,일본,예지림엔터테인먼트
367,제 4회 서울국제가족영상축제(SIFFF2010),2010.10.27,"8,806,000",0.0%,"1,772",6,117,기타,기타,
368,아웃레이지,2010.12.2,"13,179,500",0.0%,"1,758",7,259,일본,일본,(주)씨타마운틴픽쳐스
369,영도 다리,2010.7.1,"11,515,000",0.0%,"1,679",12,455,한국,한국,(주)씨타마운틴픽쳐스
370,빙점,1967.6.15,"3,426,000",0.0%,"1,673",1,20,한국,한국,
371,나쁜 놈이 더 잘 잔다,2010.6.24,"12,311,500",0.0%,"1,666",10,391,한국,한국,(주)키노아이디엠씨
372,미워도 다시 한번,1968.7.16,"3,378,000",0.0%,"1,659",1,25,한국,한국,
373,하녀,1960.11.3,"12,462,500",0.0%,"1,654",5,205,한국,한국,
374,키사라기 미키짱,2010.2.11,"11,816,500",0.0%,"1,645",7,298,일본,일본,(주)씨타마운틴픽쳐스
375,SICAF2010 서울국제만화애니메이션페스티벌,,"7,797,500",0.0%,"1,621",3,80,기타,기타,
376,친구사이?,2009.12.17,"10,275,500",0.0%,"1,611",6,151,한국,한국,청년필름(주)
377,내시,,"3,210,000",0.0%,"1,595",1,26,한국,한국,
378,슬픔은 그대 가슴에,1999.5.8,"3,168,000",0.0%,"1,569",1,20,미국,미국,
379,히어로,2010.11.18,"13,447,000",0.0%,"1,564",2,20,한국,한국,(주)씨타마운틴픽쳐스
380,미워도 다시 한번 '80 제2부,1981.5.30,"3,119,000",0.0%,"1,552",1,25,한국,한국,
381,사랑하는 사람아,1981.2.27,"3,014,000",0.0%,"1,502",1,26,한국,한국,
381,서유기 월광보합,1995.9.16,"11,488,000",0.0%,"1,502",3,71,홍콩,홍콩,
383,제8회 기독교 영화제,2010.10.21,"6,306,000",0.0%,"1,454",3,48,기타,기타,
384,소명,2009.4.2,"10,099,500",0.0%,"1,451",2,102,한국,한국,(주)영화사구안
385,2010핑크영화제,,"7,135,000",0.0%,"1,427",3,87,일본,일본,
386,솔트+인셉션+고사 두 번째 이야기: 교생실습,2010.7.28,"15,376,000",0.0%,"1,408",3,12,기타,기타,
387,스잔나,1981.7.17,"2,845,000",0.0%,"1,400",1,26,홍콩,홍콩,
388,케로로 더 무비: 드래곤 워리어,2009.4.30,"7,758,000",0.0%,"1,384",7,98,일본,일본,에이원엔터테인먼트
389,여행자,2009.10.29,"8,212,000",0.0%,"1,376",2,57,한국,"한국,프랑스",(주)영화사 진진
390,유키와 니나,2010.7.15,"9,536,000",0.0%,"1,358",2,158,프랑스,프랑스,(주)영화사 진진
391,서울아트시네마-2010 서울LGBT영화제,2010.6.2,"6,691,000",0.0%,"1,350",1,20,기타,기타,
392,제프 벡 로니스콧 라이브,2010.7.22,"12,981,000",0.0%,"1,346",3,90,영국,영국,㈜씨에이엔
393,지옥의 묵시록 : 리덕스,2001.8.30,"4,183,000",0.0%,"1,341",1,34,미국,미국,
394,엘리아 카잔 특별전,,"7,086,000",0.0%,"1,321",1,47,미국,미국,
394,벙어리 삼룡이,1964.11.13,"2,662,000",0.0%,"1,321",1,26,한국,한국,
396,리틀 디제이,2010.3.11,"9,689,500",0.0%,"1,317",14,307,일본,일본,(주)씨타마운틴픽쳐스
397,21세기 우리 시대의 영화 특별전,2010.10.9,"7,263,000",0.0%,"1,294",1,19,기타,기타,
398,희망의 별 - 이퀘지레템바,2010.10.7,"8,543,000",0.0%,"1,291",7,172,한국,한국,(주)씨타마운틴픽쳐스
399,서유기 선리기연,,"10,220,000",0.0%,"1,278",3,69,홍콩,홍콩,
400,마스무라 야스조 걸작선,,"6,688,000",0.0%,"1,245",1,50,일본,일본,
401,맨 온 와이어,2010.2.4,"8,652,500",0.0%,"1,238",2,142,영국,"영국,미국",(주)영화사 진진
402,푸른 수염,2010.4.1,"9,327,000",0.0%,"1,233",5,150,프랑스,프랑스,오드
403,경,2010.4.29,"8,564,900",0.0%,"1,212",4,134,한국,한국,KT&G 상상마당 영화사업팀 컴퍼니에스에스(주)
404,오페라-호프만의 이야기,2010.2.6,"23,944,000",0.0%,"1,209",1,11,미국,미국,㈜메가박스
404,2009 나다의 마지막 프로포즈,,"8,738,500",0.0%,"1,209",1,71,기타,기타,
406,퍼머넌트 노바라,2010.11.4,"8,119,800",0.0%,"1,194",6,178,일본,일본,(주)씨타마운틴픽쳐스
407,시네마정동-아이언맨 2+구르믈 버서난 달처럼+허트 로커,2010.4.29,"12,908,000",0.0%,"1,192",2,17,기타,기타,
408,이웃집 남자,2010.3.18,"8,171,000",0.0%,"1,188",10,267,한국,한국,주식회사 루믹스미디어
409,코러스,2005.3.3,"2,549,000",0.0%,"1,155",1,47,프랑스,프랑스,(주)영화사한결
410,사사건건,2010.1.21,"7,568,000",0.0%,"1,143",6,209,한국,한국,KT&G 상상마당 영화사업팀 컴퍼니에스에스(주)
411,외팔이,,"2,306,000",0.0%,"1,138",1,26,홍콩,홍콩,
412,"서울아트시네마 개관 8주년 기념 영화제 - 영화의 21세기, 미래의 시네마테크",2010.5.18,"6,005,000",0.0%,"1,113",1,16,기타,기타,
413,웰컴,2009.12.10,"7,660,500",0.0%,"1,098",8,92,프랑스,프랑스,실버스푼
414,J-MOVIE 썸머 페스타,,"7,222,000",0.0%,"1,091",1,109,일본,일본,
415,역마차,,"2,179,000",0.0%,"1,072",1,27,미국,미국,
416,미녀들의 전쟁,2010.6.24,"7,850,500",0.0%,"1,071",8,241,프랑스,프랑스,프리비젼엔터테인먼트
417,행복한 울릉인,2010.2.25,"2,797,000",0.0%,"1,068",5,102,한국,한국,(주)씨타마운틴픽쳐스
418,이터널 선샤인,2005.11.10,"6,553,000",0.0%,"1,067",1,33,미국,미국,"(주)노바미디어,코리아픽쳐스(주)"
419,악마를 보았다+익스펜더블+아저씨,2010.8.19,"11,546,000",0.0%,"1,058",2,9,기타,기타,
420,아저씨+토이 스토리 3(자막)+솔트,2010.8.5,"11,428,000",0.0%,"1,053",2,9,기타,기타,
421,이클립스+슈렉 포에버 (자막)+나잇 & 데이,,"11,390,000",0.0%,"1,048",2,15,미국,미국,
422,오페라- 햄릿 (메트로폴리탄),2010.6.12,"20,754,000",0.0%,"1,047",1,11,미국,미국,㈜메가박스
423,하얀전쟁,1992.7.4,"2,091,000",0.0%,"1,038",1,21,한국,한국,
424,셜록홈즈: 비밀병기,,"2,105,000",0.0%,"1,035",1,27,미국,미국,
425,시간의 춤,2009.12.3,"7,058,500",0.0%,"1,018",2,52,한국,한국,㈜인디스토리
426,킥 오프,2010.7.8,"7,340,700",0.0%,"1,009",9,211,이라크,이라크,㈜인디스토리
427,시크릿,2009.12.3,"6,635,000",0.0%,989,5,81,한국,한국,씨제이엔터테인먼트
428,바보들의 행진,1975.5.31,"2,069,000",0.0%,987,1,27,한국,한국,
429,식객,2007.11.1,"5,237,000",0.0%,985,3,40,한국,한국,씨제이엔터테인먼트
430,오페라-아르미다 (메트로폴리탄),2010.7.10,"19,132,000",0.0%,965,1,10,미국,미국,㈜메가박스
431,철부지 아씨,1968.3.14,"1,979,000",0.0%,957,1,31,한국,한국,
432,러브 송,2010.4.8,"7,084,200",0.0%,954,3,66,프랑스,프랑스,오드
433,오디션,,"5,260,000",0.0%,953,3,136,한국,한국,
434,기적,1972.12.23,"1,983,000",0.0%,949,1,31,미국,미국,
435,더티댄싱,1988.1.1,"2,503,000",0.0%,945,1,45,미국,미국,(주)즐거운 시네마
436,먹고 기도하고 사랑하라+레터스 투 줄리엣+적인걸: 측천무후의 비밀,2010.10.7,"10,369,000",0.0%,944,2,19,기타,기타,
437,여덟 번의 감정,2010.9.30,"6,502,000",0.0%,933,5,116,한국,한국,(주)스폰지이엔티
438,노르웨이의 숲,2010.9.30,"7,127,000",0.0%,926,9,273,한국,한국,(주)키노아이디엠씨
439,맘마미아!,2008.9.3,"1,923,000",0.0%,925,1,27,미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
440,인디애니페스트 2010_한국,,"3,907,000",0.0%,921,1,21,한국,한국,
441,하쿠나 마타타 - 지라니 이야기,2010.12.9,"4,734,000",0.0%,900,2,43,한국,한국,(주)이모션픽처스
442,북극의 눈물,2009.10.15,"2,056,000",0.0%,895,1,28,한국,한국,실버스푼
443,나를 닮은 얼굴,2010.9.30,"4,944,500",0.0%,893,3,84,한국,한국,(주)영화사 진진
444,페티쉬,2010.11.25,"6,422,500",0.0%,872,3,104,한국,"한국,미국",(주)영화사 조제
445,맛있는 인생,2010.10.28,"6,033,000",0.0%,871,4,151,한국,한국,(주)스폰지이엔티
