순위,영화명,개봉일,매출액,매출액 점유율,관객수,스크린수,상영횟수,대표국적,국적,배급사
25,테이큰 2,2012.9.27,"17,581,098,553",1.2%,"2,308,596",682,"51,344",프랑스,프랑스,이십세기폭스코리아(주)
26,배틀쉽,2012.4.11,"16,545,921,500",1.1%,"2,241,687",736,"53,109",미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
27,장화신은 고양이,2012.1.12,"17,602,643,500",1.2%,"2,080,445",593,"45,451",미국,미국,씨제이이앤엠(주)
28,타워,2012.12.25,"14,658,256,500",1.0%,"2,014,589",617,"22,278",한국,한국,씨제이이앤엠(주)
29,코리아,2012.5.3,"13,448,848,500",0.9%,"1,872,681",537,"49,679",한국,한국,씨제이이앤엠(주)
30,나의 PS 파트너,2012.12.6,"13,548,606,616",0.9%,"1,786,831",552,"37,625",한국,한국,씨제이이앤엠(주)
31,반창꼬,2012.12.19,"12,459,852,719",0.9%,"1,730,535",466,"26,039",한국,한국,(주)넥스트엔터테인먼트월드(NEW)
32,러브픽션,2012.2.29,"13,200,412,500",0.9%,"1,726,202",617,"44,130",한국,한국,(주)넥스트엔터테인먼트월드(NEW)
33,언터처블: 1%의 우정,2012.3.22,"12,735,040,000",0.9%,"1,720,472",454,"48,976",프랑스,프랑스,(주)넥스트엔터테인먼트월드(NEW)
34,아이스 에이지 4: 대륙 이동설,2012.7.25,"12,291,969,704",0.8%,"1,648,110",501,"26,899",미국,미국,이십세기폭스코리아(주)
35,공모자들,2012.8.29,"12,240,964,500",0.8%,"1,646,142",496,"44,959",한국,한국,"씨너스엔터테인먼트(주),타임스토리그룹(주)"
36,마다가스카3 : 이번엔 서커스다!,2012.6.6,"12,521,043,500",0.9%,"1,629,799",564,"34,150",미국,미국,씨제이이앤엠(주)
37,하울링,2012.2.16,"11,765,293,500",0.8%,"1,612,554",550,"44,753",한국,한국,씨제이이앤엠(주)
38,용의자X,2012.10.18,"11,241,013,000",0.8%,"1,552,055",553,"42,989",한국,한국,씨제이이앤엠(주)
39,새미의 어드벤쳐 2,2012.8.1,"10,856,204,000",0.7%,"1,457,380",486,"26,436",벨기에,벨기에,씨제이이앤엠(주)
40,차형사,2012.5.30,"9,752,555,296",0.7%,"1,346,754",433,"39,152",한국,한국,씨제이이앤엠(주)
41,은교,2012.4.25,"9,918,274,444",0.7%,"1,346,359",521,"41,683",한국,한국,롯데쇼핑㈜롯데엔터테인먼트
42,간첩,2012.9.20,"9,316,548,500",0.6%,"1,310,895",576,"41,726",한국,한국,롯데쇼핑㈜롯데엔터테인먼트
43,간기남,2012.4.11,"9,356,404,500",0.6%,"1,246,185",396,"38,155",한국,한국,(주)쇼박스
44,메리다와 마법의 숲,2012.9.27,"9,024,766,000",0.6%,"1,231,024",479,"22,087",미국,미국,한국소니픽쳐스릴리징브에나비스타영화㈜
45,토탈 리콜,2012.8.15,"8,958,236,000",0.6%,"1,219,637",448,"27,089",미국,"미국,캐나다",한국소니픽쳐스릴리징브에나비스타영화㈜
46,R2B: 리턴투베이스,2012.8.15,"8,602,921,371",0.6%,"1,201,944",539,"32,881",한국,한국,씨제이이앤엠(주)
47,돈의 맛,2012.5.17,"8,780,178,611",0.6%,"1,166,018",643,"36,922",한국,"한국,필리핀","(주)시너지하우스 (시너지),롯데쇼핑㈜롯데엔터테인먼트"
48,잃어버린 세계를 찾아서 2: 신비의 섬,2012.1.19,"9,784,305,000",0.7%,"1,149,628",398,"27,236",미국,미국,워너브러더스 코리아(주)
49,회사원,2012.10.11,"8,321,175,000",0.6%,"1,110,523",549,"41,275",한국,한국,(주)쇼박스
50,가디언즈,2012.11.29,"8,083,010,500",0.6%,"1,056,250",470,"21,045",미국,미국,씨제이이앤엠(주)
51,점박이:한반도의 공룡3D,2012.1.26,"9,681,445,500",0.7%,"1,050,852",457,"22,475",한국,한국,씨제이이앤엠(주)
52,본 레거시,2012.9.6,"7,412,233,000",0.5%,"1,015,711",585,"31,628",미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
53,가문의 영광5 - 가문의 귀환,2012.12.19,"7,245,056,500",0.5%,"1,012,223",447,"22,573",한국,한국,롯데쇼핑㈜롯데엔터테인먼트
54,시체가 돌아왔다,2012.3.29,"7,360,631,000",0.5%,"986,923",435,"36,705",한국,한국,씨제이이앤엠(주)
55,원더풀 라디오,2012.1.5,"7,193,596,000",0.5%,"977,470",474,"29,167",한국,한국,(주)쇼박스
56,돈 크라이 마미,2012.11.22,"6,798,882,099",0.5%,"972,962",444,"29,539",한국,한국,(주)에스비에스콘텐츠허브
57,프로메테우스,2012.6.6,"8,600,146,099",0.6%,"971,482",521,"31,629",미국,미국,이십세기폭스코리아(주)
58,스텝업4 : 레볼루션,2012.8.15,"7,157,894,000",0.5%,"953,871",281,"23,522",미국,미국,롯데쇼핑㈜롯데엔터테인먼트
59,점쟁이들,2012.10.3,"6,731,202,500",0.5%,"953,682",479,"31,577",한국,한국,(주)넥스트엔터테인먼트월드(NEW)
60,셜록홈즈 : 그림자 게임,2011.12.21,"7,168,608,500",0.5%,"949,299",360,"25,140",미국,미국,워너브러더스 코리아(주)
61,타이탄의 분노,2012.3.29,"7,591,124,500",0.5%,"893,027",535,"33,580",미국,미국,워너브러더스 코리아(주)
62,디스 민즈 워,2012.2.29,"6,661,435,000",0.5%,"873,396",351,"32,790",미국,미국,이십세기폭스코리아(주)
63,미확인 동영상 : 절대클릭금지,2012.5.30,"5,939,840,500",0.4%,"867,386",361,"25,059",한국,한국,(주)쇼박스
64,존 카터: 바숨 전쟁의 서막,2012.3.8,"7,229,870,500",0.5%,"838,126",508,"30,760",미국,미국,한국소니픽쳐스릴리징브에나비스타영화㈜
65,나는 왕이로소이다,2012.8.8,"5,455,343,404",0.4%,"790,181",471,"21,898",한국,한국,롯데쇼핑㈜롯데엔터테인먼트
66,토르: 마법망치의 전설,2012.2.9,"5,550,797,500",0.4%,"768,426",383,"18,742",아이슬란드,아이슬란드,"롯데쇼핑㈜롯데엔터테인먼트,(주)스마일이엔티"
67,퍼펙트 게임,2011.12.21,"5,224,000,500",0.4%,"695,312",396,"21,284",한국,한국,롯데쇼핑㈜롯데엔터테인먼트
68,스노우 화이트 앤 더 헌츠맨,2012.5.30,"4,646,250,000",0.3%,"636,631",447,"20,647",미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
69,주먹왕 랄프,2012.12.19,"4,473,562,000",0.3%,"616,863",361,"9,560",미국,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)
70,미쓰GO,2012.6.21,"4,441,859,000",0.3%,"611,685",440,"24,851",한국,한국,(주)넥스트엔터테인먼트월드(NEW)
71,헝거게임: 판엠의 불꽃,2012.4.5,"4,478,418,000",0.3%,"607,956",514,"24,924",미국,미국,롯데쇼핑㈜롯데엔터테인먼트
72,피에타,2012.9.6,"4,355,592,500",0.3%,"603,283",326,"23,106",한국,한국,(주)넥스트엔터테인먼트월드(NEW)
73,맨 온 렛지,2012.2.22,"4,393,531,500",0.3%,"591,841",408,"22,440",미국,미국,롯데쇼핑㈜롯데엔터테인먼트
74,파파,2012.2.1,"4,000,072,000",0.3%,"587,291",414,"24,767",한국,한국,롯데쇼핑㈜롯데엔터테인먼트
75,백설공주,2012.5.3,"4,097,396,000",0.3%,"585,473",386,"20,746",미국,미국,롯데쇼핑㈜롯데엔터테인먼트
76,다크 섀도우,2012.5.10,"4,326,459,000",0.3%,"582,126",394,"18,978",미국,미국,워너브러더스 코리아(주)
77,루퍼,2012.10.11,"4,265,566,000",0.3%,"571,922",386,"23,599",미국,미국,(주)에스비에스콘텐츠허브
78,레지던트 이블 5 : 최후의 심판,2012.9.13,"4,757,460,500",0.3%,"558,433",368,"24,599",미국,"미국,독일",한국소니픽쳐스릴리징브에나비스타영화㈜
79,마이 웨이,2011.12.21,"4,181,348,000",0.3%,"556,628",588,"22,546",한국,한국,"에스케이플래닛(주),씨제이이앤엠(주)"
80,명탐정 코난: 11번째 스트라이커,2012.7.19,"3,363,777,000",0.2%,"524,914",350,"10,687",일본,일본,씨제이이앤엠(주)
81,아부의 왕,2012.6.21,"3,511,102,500",0.2%,"497,880",428,"22,060",한국,한국,롯데쇼핑㈜롯데엔터테인먼트
82,페이스메이커,2012.1.18,"3,443,753,000",0.2%,"467,697",412,"21,875",한국,한국,"(주)시너지하우스 (시너지),롯데쇼핑㈜롯데엔터테인먼트"
83,락아웃: 익스트림미션,2012.6.14,"3,373,780,000",0.2%,"462,176",374,"22,172",미국,"미국,프랑스",롯데쇼핑㈜롯데엔터테인먼트
84,익스펜더블 2,2012.9.6,"3,208,867,228",0.2%,"444,434",393,"20,126",미국,미국,롯데쇼핑㈜롯데엔터테인먼트
85,밀레니엄 : 여자를 증오한 남자들,2012.1.11,"3,504,237,000",0.2%,"443,855",321,"12,005",미국,"미국,스웨덴,영국,독일",한국소니픽쳐스릴리징브에나비스타영화㈜
86,두 개의 달,2012.7.12,"2,949,348,748",0.2%,"426,706",347,"16,810",한국,한국,롯데쇼핑㈜롯데엔터테인먼트
87,늑대소년-확장판,2012.12.6,"2,868,180,500",0.2%,"414,064",278,"11,436",한국,한국,씨제이이앤엠(주)
88,크로니클,2012.3.15,"2,884,776,000",0.2%,"384,398",324,"20,957",미국,미국,이십세기폭스코리아(주)
89,타이타닉,1998.2.20,"4,473,640,500",0.3%,"369,643",272,"10,365",미국,미국,"씨네힐,이십세기폭스코리아(주)"
90,프렌즈: 몬스터섬의비밀,2011.12.29,"2,668,476,500",0.2%,"364,732",290,"10,153",일본,일본,"(주)스마일이엔티,(주)에스비에스콘텐츠허브"
91,미드나잇 인 파리,2012.7.5,"2,633,727,398",0.2%,"355,081",189,"9,256",미국,"미국,스페인","(주)드림팩트엔터테인먼트,(주)나이너스엔터테인먼트"
92,링컨: 뱀파이어 헌터,2012.8.30,"2,750,911,500",0.2%,"344,876",337,"16,372",미국,미국,이십세기폭스코리아(주)
93,음치 클리닉,2012.11.29,"2,248,238,000",0.2%,"338,168",360,"16,243",한국,한국,롯데쇼핑㈜롯데엔터테인먼트
94,늑대아이,2012.9.13,"2,296,193,261",0.2%,"332,702",226,"10,768",일본,일본,(주)미디어데이
95,남영동1985,2012.11.22,"2,358,477,601",0.2%,"332,597",310,"15,679",한국,한국,"씨너스엔터테인먼트(주),(주)엣나인필름"
96,무서운 이야기,2012.7.25,"2,452,368,566",0.2%,"331,760",274,"10,268",한국,한국,롯데쇼핑㈜롯데엔터테인먼트
97,극장판 포켓몬스터 베스트위시「큐레무 VS 성검사 케르디오」,2012.12.19,"1,281,250,750",0.1%,"329,560",275,"5,943",일본,일본,씨제이이앤엠(주)
98,모모와 다락방의 수상한 요괴들,2012.7.5,"1,988,264,000",0.1%,"300,174",253,"7,084",일본,일본,타임스토리그룹(주)
99,빌리와 용감한 녀석들 3D,2012.8.8,"1,961,802,000",0.1%,"299,628",241,"7,176",독일,독일,(주)에스비에스콘텐츠허브
100,로렉스,2012.5.3,"2,153,198,000",0.1%,"298,780",463,"7,843",미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
101,위험한 관계,2012.10.11,"2,122,666,230",0.1%,"298,086",334,"17,886",중국,중국,씨제이이앤엠(주)
102,더 그레이,2012.2.16,"2,198,959,500",0.2%,"292,217",298,"12,002",미국,"미국,캐나다",(주)팝파트너스
103,네버엔딩 스토리,2012.1.18,"2,106,823,000",0.1%,"283,449",269,"13,651",한국,한국,(주)화앤담이엔티
104,우리는 동물원을 샀다,2012.1.18,"1,993,190,500",0.1%,"276,334",235,"10,457",미국,미국,이십세기폭스코리아(주)
105,극장판 포켓몬스터 베스트위시「메로엣타의 반짝반짝 음악회」,2012.12.19,"916,970,250",0.1%,"273,298",237,"4,729",일본,일본,
106,짱구는 못말려 극장판: 태풍을 부르는 황금스파이 대작전,2012.4.26,"1,804,032,000",0.1%,"272,062",295,"5,989",일본,일본,롯데쇼핑㈜롯데엔터테인먼트
107,가비,2012.3.15,"1,969,360,500",0.1%,"270,602",339,"17,388",한국,한국,(주)시네마서비스
108,19곰 테드,2012.9.27,"2,034,959,293",0.1%,"266,574",248,"10,374",미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
109,니코: 산타비행단의 모험,2012.12.25,"1,676,033,500",0.1%,"243,062",306,"3,824",핀란드,"핀란드,덴마크,아일랜드,독일",씨너스엔터테인먼트(주)
110,잠베지아: 신비한 나무섬의 비밀,2012.12.25,"1,754,592,000",0.1%,"240,603",273,"4,343",남아프리카공화국,"남아프리카공화국,미국",롯데쇼핑㈜롯데엔터테인먼트
111,서약,2012.3.14,"1,810,275,500",0.1%,"239,483",314,"14,635",미국,"미국,프랑스,브라질",한국소니픽쳐스릴리징브에나비스타영화㈜
112,강철대오:구국의 철가방,2012.10.25,"1,614,867,156",0.1%,"233,211",366,"15,187",한국,한국,롯데쇼핑㈜롯데엔터테인먼트
113,오싹한 연애,2011.12.1,"1,721,163,500",0.1%,"231,358",243,"7,444",한국,한국,씨제이이앤엠(주)
114,캐빈 인 더 우즈,2012.6.28,"1,710,273,500",0.1%,"228,090",288,"11,889",미국,미국,롯데쇼핑㈜롯데엔터테인먼트
115,나는 공무원이다,2012.7.12,"1,537,947,500",0.1%,"217,719",278,"10,866",한국,한국,(주)넥스트엔터테인먼트월드(NEW)
116,자칼이 온다,2012.11.15,"1,430,079,500",0.1%,"210,278",300,"11,257",한국,한국,롯데쇼핑㈜롯데엔터테인먼트
117,테드: 황금도시 파이티티를 찾아서,2012.9.20,"1,453,568,500",0.1%,"206,320",301,"6,248",스페인,스페인,(주)싸이더스
118,코알라 키드 : 영웅의 탄생,2012.1.12,"1,434,535,500",0.1%,"205,579",234,"6,761",한국,"한국,미국",롯데쇼핑㈜롯데엔터테인먼트
119,언더월드 4: 어웨이크닝,2012.2.22,"1,861,948,000",0.1%,"200,038",343,"13,363",미국,미국,한국소니픽쳐스릴리징브에나비스타영화㈜
120,해피 피트 2,2012.2.2,"1,463,939,000",0.1%,"185,744",315,"7,802",호주,호주,워너브러더스 코리아(주)
121,업사이드 다운,2012.11.8,"1,229,283,645",0.1%,"175,349",309,"9,939",캐나다,"캐나다,프랑스",롯데쇼핑㈜롯데엔터테인먼트
122,원 데이,2012.12.13,"1,279,554,000",0.1%,"175,070",236,"5,049",미국,미국,(주)팝파트너스
123,라이온 킹,1994.7.2,"1,827,751,500",0.1%,"170,840",244,"6,378",미국,미국,브에나비스타인터내셔널코리아/월트디즈니
124,극장판 도라에몽: 진구와 기적의 섬 애니멀 어드벤처,2012.7.25,"1,071,505,500",0.1%,"165,640",184,"4,003",일본,일본,롯데쇼핑㈜롯데엔터테인먼트
125,세이프 하우스,2012.2.29,"1,223,151,500",0.1%,"163,729",292,"10,800",미국,"미국,남아프리카공화국",유니버설픽쳐스인터내셔널 코리아(유)
126,다크아워,2012.1.5,"1,319,649,000",0.1%,"162,604",324,"10,423",미국,미국,이십세기폭스코리아(주)
127,더 레이븐,2012.7.5,"1,125,457,000",0.1%,"153,581",265,"9,459",미국,"미국,헝가리,스페인",롯데쇼핑㈜롯데엔터테인먼트
128,미녀와 야수,1992.7.4,"1,495,523,500",0.1%,"145,235",221,"4,612",미국,미국,"워너브러더스 코리아(주),한국소니픽쳐스릴리징브에나비스타영화㈜"
129,철의 여인,2012.2.23,"1,079,310,500",0.1%,"144,368",162,"5,515",영국,영국,필라멘트픽쳐스
130,아르고,2012.10.31,"1,001,059,500",0.1%,"140,736",240,"8,422",미국,미국,워너브러더스 코리아(주)
131,액트 오브 밸러: 최정예 특수부대,2012.2.29,"1,036,484,500",0.1%,"139,541",223,"8,237",미국,미국,씨너스엔터테인먼트(주)
132,사다코 3D : 죽음의 동영상,2012.6.14,"1,128,635,032",0.1%,"122,382",262,"7,549",일본,일본,KT&G 상상마당 영화사업팀 컴퍼니에스에스(주)
133,리미트리스,2012.7.12,"870,473,000",0.1%,"121,538",164,"4,270",미국,미국,팝엔터테인먼트
134,아티스트,2012.2.16,"921,160,600",0.1%,"120,352",108,"5,169",미국,"미국,프랑스",(주)영화사 진진
135,고스트 라이더 : 복수의 화신,2012.2.16,"902,998,500",0.1%,"117,265",269,"9,068",미국,미국,롯데쇼핑㈜롯데엔터테인먼트
136,우먼 인 블랙,2012.2.16,"862,144,800",0.1%,"117,188",237,"7,084",영국,영국,"(주)넥스트엔터테인먼트월드(NEW),KT&G 상상마당 영화사업팀 컴퍼니에스에스(주)"
137,스타워즈:에피소드1 보이지 않는 위험,1999.6.26,"1,230,713,000",0.1%,"110,700",204,"5,223",미국,미국,이십세기폭스코리아(주)
138,극장판 파워레인저: 캡틴포스 VS 미라클포스 199 히어로 대결전,2012.12.13,"735,605,000",0.1%,"107,403",229,"3,402",일본,"일본,네덜란드",롯데쇼핑㈜롯데엔터테인먼트
139,5백만불의 사나이,2012.7.19,"739,789,500",0.1%,"104,736",331,"6,393",한국,한국,씨제이이앤엠(주)
140,워 호스,2012.2.9,"734,302,500",0.1%,"102,195",229,"5,947",미국,미국,한국소니픽쳐스릴리징브에나비스타영화㈜
141,극장판 포켓몬스터 베스트 위시「비크티니와 백의 영웅 레시라무」,2011.12.22,"654,481,500",0.0%,"98,014",186,"2,790",일본,일본,씨제이이앤엠(주)
142,인류멸망 보고서,2012.4.11,"704,635,000",0.0%,"97,916",236,"9,556",한국,한국,"롯데쇼핑㈜롯데엔터테인먼트,타임스토리그룹(주)"
143,577 프로젝트,2012.8.30,"695,765,500",0.0%,"96,079",191,"5,040",한국,한국,필라멘트픽쳐스
144,초한지 - 천하대전,2012.1.11,"710,375,000",0.0%,"94,652",167,"3,863",중국,"중국,홍콩",KT&G 상상마당 영화사업팀 컴퍼니에스에스(주)
145,철가방 우수氏,2012.11.22,"601,513,500",0.0%,"91,988",119,"3,929",한국,한국,씨제이이앤엠(주)
146,락 오브 에이지,2012.8.2,"659,124,496",0.0%,"90,926",243,"4,733",미국,미국,워너브러더스 코리아(주)
147,페이스 블라인드,2012.6.21,"660,556,169",0.0%,"88,977",179,"4,652",미국,"미국,프랑스,캐나다",(주)마인스 엔터테인먼트
148,콜드 라잇 오브 데이,2012.5.17,"636,555,090",0.0%,"88,522",245,"7,158",미국,미국,씨너스엔터테인먼트(주)
149,팅커 테일러 솔저 스파이,2012.2.9,"648,623,500",0.0%,"87,191",187,"4,690",영국,"영국,프랑스,독일",팝엔터테인먼트
150,레전드 오브 래빗,2012.2.22,"581,200,500",0.0%,"85,184",225,"3,911",중국,중국,(주)화앤담이엔티
151,극장판 썬더일레븐GO : 궁극의 우정 그리폰,2012.5.24,"574,947,000",0.0%,"84,255",243,"2,849",일본,일본,에이원엔터테인먼트
152,극장판 포켓몬스터 베스트 위시 「비크티니와 흑의 영웅 제크로무」,2011.12.22,"528,197,000",0.0%,"76,642",175,"2,273",일본,일본,씨제이이앤엠(주)
153,조조-황제의 반란,2012.10.18,"535,708,500",0.0%,"75,301",227,"6,859",중국,중국,롯데쇼핑㈜롯데엔터테인먼트
154,피라냐 3DD,2012.8.1,"646,211,500",0.0%,"74,576",269,"5,571",미국,미국,롯데쇼핑㈜롯데엔터테인먼트
155,앨빈과 슈퍼밴드3,2011.12.15,"485,263,000",0.0%,"73,590",169,"2,146",미국,미국,이십세기폭스코리아(주)
156,두 개의 문,2012.6.21,"503,627,000",0.0%,"73,447",47,"2,464",한국,한국,(주)시네마달
157,나우이즈굿,2012.11.8,"503,863,000",0.0%,"73,421",144,"3,258",영국,영국,(주)인벤트스톤
158,하이힐을 신고 달리는 여자,2012.2.2,"548,423,500",0.0%,"71,725",169,"4,859",미국,미국,필라멘트픽쳐스
159,로우리스: 나쁜 영웅들,2012.10.18,"468,141,666",0.0%,"66,468",275,"7,627",미국,미국,씨너스엔터테인먼트(주)
160,오페라의 유령 : 25주년 특별 공연,,"1,136,679,000",0.1%,"65,104",24,"1,205",영국,영국,유니버설픽쳐스인터내셔널 코리아(유)
161,우리도 사랑일까,2012.9.27,"517,979,300",0.0%,"64,970",24,"1,669",캐나다,캐나다,(주)티캐스트
162,휴고,2012.2.29,"637,621,000",0.0%,"60,520",85,"2,328",미국,미국,씨제이이앤엠(주)
163,베스트 엑조틱 메리골드 호텔,2012.7.12,"401,298,500",0.0%,"56,584",149,"3,196",영국,영국,이십세기폭스코리아(주)
164,돌아온 파워레인저 미라클포스,2012.2.29,"385,758,000",0.0%,"56,454",235,"3,491",일본,일본,롯데쇼핑㈜롯데엔터테인먼트
165,헤이와이어,2012.7.5,"385,998,324",0.0%,"54,797",200,"5,190",미국,"미국,아일랜드",씨너스엔터테인먼트(주)
166,파라노말 액티비티4,2012.10.25,"384,064,500",0.0%,"54,461",173,"3,180",미국,미국,씨제이이앤엠(주)
167,살인소설,2012.11.15,"394,724,176",0.0%,"54,239",186,"3,630",미국,미국,씨너스엔터테인먼트(주)
168,디센던트,2012.2.16,"411,149,800",0.0%,"53,689",114,"2,444",미국,미국,이십세기폭스코리아(주)
169,콘트라밴드,2012.3.22,"393,549,500",0.0%,"52,743",178,"5,518",미국,"미국,영국",유니버설픽쳐스인터내셔널 코리아(유)
170,인시디어스,2012.9.13,"368,598,500",0.0%,"51,800",178,"3,976",미국,미국,(주)쇼박스
171,빅 미라클,2012.2.23,"344,519,500",0.0%,"51,232",170,"3,381",미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
172,두 번의 결혼식과 한 번의 장례식,2012.6.21,"380,658,144",0.0%,"51,049",67,"2,601",한국,한국,(주)영화사 진진
173,더 씽,2012.6.14,"367,519,589",0.0%,"50,839",174,"4,197",미국,미국,(주)싸이더스
174,레드라이트,2012.8.23,"355,743,500",0.0%,"49,925",197,"3,975",스페인,"스페인,미국",씨제이이앤엠(주)
175,저지드레드 3D,2012.12.6,"368,155,000",0.0%,"48,626",184,"4,471",영국,영국,롯데쇼핑㈜롯데엔터테인먼트
176,스탠리의 도시락,2012.3.8,"315,477,000",0.0%,"47,208",164,"3,003",인도,인도,타임스토리그룹(주)
177,미운오리새끼,2012.8.30,"308,009,500",0.0%,"45,454",167,"4,021",한국,한국,롯데쇼핑㈜롯데엔터테인먼트
178,밀림의 왕자 레오2,2012.11.8,"274,928,000",0.0%,"44,988",159,"1,514",일본,일본,에이원엔터테인먼트
179,킹메이커,2012.4.19,"342,255,000",0.0%,"44,913",95,"2,907",미국,미국,(주)시너지하우스 (시너지)
180,케빈에 대하여,2012.7.26,"352,938,000",0.0%,"44,653",18,"1,194",영국,"영국,미국",(주)티캐스트
181,저스티스,2012.3.15,"329,594,500",0.0%,"44,546",142,"4,282",미국,미국,(주)쇼박스
182,프랑켄위니,2012.10.11,"365,356,000",0.0%,"43,978",226,"4,056",미국,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)
183,스페이스 독,2012.3.22,"282,088,000",0.0%,"42,720",148,"1,630",러시아,러시아,예지림엔터테인먼트
184,하트 브레이커,2012.4.19,"297,119,000",0.0%,"40,872",176,"4,188",프랑스,프랑스,씨너스엔터테인먼트(주)
185,그레이브 인카운터,2012.8.1,"286,146,000",0.0%,"40,515",63,"1,400",캐나다,캐나다,(주)팝엔터테인먼트
186,인피니트 콘서트 세컨드 인베이전 에볼루션 더 무비 3D,2012.10.18,"412,379,000",0.0%,"39,577",84,"1,021",한국,한국,골든타이드픽처스(주)
187,말하는 건축가,2012.3.8,"309,042,700",0.0%,"39,547",21,"1,612",한국,한국,"(주)두타연,(주)미디어데이"
188,스트리트 댄스 2: 라틴배틀,2012.7.12,"281,712,000",0.0%,"39,394",133,"2,835",영국,영국,판씨네마(주)
189,더 스토리: 세상에 숨겨진 사랑,2012.12.6,"267,561,500",0.0%,"36,849",103,"1,862",미국,미국,(주)에스비에스콘텐츠허브
190,두레소리,2012.5.10,"234,493,000",0.0%,"35,326",132,"2,619",한국,한국,(주)명필름
191,"그 시절, 우리가 좋아했던 소녀",2012.8.22,"248,649,570",0.0%,"35,035",113,"2,227",대만,대만,"(주)드림팩트엔터테인먼트,(주)미로스페이스,씨너스엔터테인먼트(주),(주)미로비젼,(주)박수엔터테인먼트"
192,복숭아나무,2012.10.31,"240,103,112",0.0%,"33,884",201,"5,071",한국,한국,(주)넥스트엔터테인먼트월드(NEW)
